date	groupes	genre	renouveau	sorts	origine	total
2012-07-02	UMP	H	anciens	Retiré	hemicycle	1
2012-07-06	SRC	H	anciens	Adopté	hemicycle	2
2012-07-11	UMP	H	anciens	Rejeté	hemicycle	2
2012-07-11	UMP	H	anciens	Retiré	hemicycle	6
2012-07-12	NI	H	anciens	Retiré	hemicycle	1
2012-07-12	SRC	H	anciens	Adopté	hemicycle	6
2012-07-12	SRC	H	anciens	Retiré	hemicycle	3
2012-07-12	UDI	H	anciens	Retiré	hemicycle	1
2012-07-12	UMP	H	anciens	Non soutenu	hemicycle	8
2012-07-12	UMP	H	anciens	Rejeté	hemicycle	15
2012-07-12	UMP	H	anciens	Retiré	hemicycle	10
2012-07-12	UMP	H	nouveaux	Rejeté	hemicycle	5
2012-07-12	UMP	H	nouveaux	Retiré	hemicycle	1
2012-07-13	ECOLO	F	nouveaux	Rejeté	hemicycle	2
2012-07-13	GDR	H	nouveaux	Rejeté	hemicycle	1
2012-07-13	GDR	H	nouveaux	Retiré	hemicycle	4
2012-07-13	NI	F	nouveaux	Non soutenu	hemicycle	1
2012-07-13	NI	F	nouveaux	Rejeté	hemicycle	3
2012-07-13	NI	H	anciens	Non soutenu	hemicycle	1
2012-07-13	SRC	H	anciens	Adopté	hemicycle	41
2012-07-13	SRC	H	anciens	Retiré	hemicycle	5
2012-07-13	SRC	H	anciens	Tombe	hemicycle	1
2012-07-13	SRC	H	nouveaux	Retiré	hemicycle	1
2012-07-13	UDI	H	anciens	Non soutenu	hemicycle	13
2012-07-13	UDI	H	anciens	Rejeté	hemicycle	43
2012-07-13	UDI	H	anciens	Retiré	hemicycle	7
2012-07-13	UDI	H	anciens	Tombe	hemicycle	7
2012-07-13	UMP	F	anciens	Non soutenu	hemicycle	4
2012-07-13	UMP	F	anciens	Rejeté	hemicycle	6
2012-07-13	UMP	F	nouveaux	Non soutenu	hemicycle	2
2012-07-13	UMP	F	nouveaux	Rejeté	hemicycle	9
2012-07-13	UMP	H	anciens	Adopté	hemicycle	1
2012-07-13	UMP	H	anciens	Irrecevable	hemicycle	1
2012-07-13	UMP	H	anciens	Non soutenu	hemicycle	49
2012-07-13	UMP	H	anciens	Rejeté	hemicycle	116
2012-07-13	UMP	H	anciens	Retiré	hemicycle	4
2012-07-13	UMP	H	anciens	Tombe	hemicycle	5
2012-07-13	UMP	H	nouveaux	Non soutenu	hemicycle	22
2012-07-13	UMP	H	nouveaux	Rejeté	hemicycle	17
2012-07-16	ECOLO	F	nouveaux	Rejeté	hemicycle	1
2012-07-16	ECOLO	F	nouveaux	Retiré	hemicycle	1
2012-07-16	GDR	H	nouveaux	Irrecevable	hemicycle	1
2012-07-16	NI	F	nouveaux	Rejeté	hemicycle	1
2012-07-16	NI	F	nouveaux	Retiré	hemicycle	1
2012-07-16	SRC	H	anciens	Adopté	hemicycle	4
2012-07-16	SRC	H	anciens	Irrecevable	hemicycle	4
2012-07-16	SRC	H	anciens	Rejeté	hemicycle	1
2012-07-16	SRC	H	anciens	Retiré	hemicycle	4
2012-07-16	SRC	H	nouveaux	Adopté	hemicycle	1
2012-07-16	SRC	H	nouveaux	Irrecevable	hemicycle	3
2012-07-16	UDI	H	anciens	Non soutenu	hemicycle	1
2012-07-16	UDI	H	anciens	Rejeté	hemicycle	12
2012-07-16	UDI	H	anciens	Retiré	hemicycle	4
2012-07-16	UMP	H	anciens	Irrecevable	hemicycle	3
2012-07-16	UMP	H	anciens	Non soutenu	hemicycle	4
2012-07-16	UMP	H	anciens	Rejeté	hemicycle	22
2012-07-16	UMP	H	anciens	Retiré	hemicycle	3
2012-07-16	UMP	H	anciens	Tombe	hemicycle	1
2012-07-16	UMP	H	nouveaux	Rejeté	hemicycle	1
2012-07-17	SRC	H	anciens	Adopté	hemicycle	3
2012-07-17	UDI	H	anciens	Rejeté	hemicycle	4
2012-07-17	UDI	H	anciens	Retiré	hemicycle	2
2012-07-17	UDI	H	anciens	Tombe	hemicycle	1
2012-07-17	UMP	H	anciens	Non soutenu	hemicycle	1
2012-07-17	UMP	H	anciens	Rejeté	hemicycle	3
2012-07-17	UMP	H	anciens	Retiré	hemicycle	2
2012-07-17	UMP	H	nouveaux	Rejeté	hemicycle	1
2012-07-18	UDI	H	anciens	Retiré	hemicycle	1
2012-07-18	UMP	H	anciens	Non soutenu	hemicycle	1
2012-07-18	UMP	H	anciens	Rejeté	hemicycle	4
2012-07-18	UMP	H	anciens	Retiré	hemicycle	3
2012-07-19	SRC	F	anciens	Retiré	hemicycle	2
2012-07-19	SRC	H	anciens	Retiré	hemicycle	1
2012-07-19	UDI	H	anciens	Rejeté	hemicycle	2
2012-07-19	UMP	F	anciens	Rejeté	hemicycle	3
2012-07-19	UMP	F	anciens	Retiré	hemicycle	2
2012-07-19	UMP	F	anciens	Tombe	hemicycle	2
2012-07-19	UMP	H	anciens	Rejeté	hemicycle	7
2012-07-20	NI	H	nouveaux	Rejeté	hemicycle	1
2012-07-20	RRDP	H	nouveaux	Rejeté	hemicycle	1
2012-07-20	SRC	F	anciens	Adopté	hemicycle	23
2012-07-20	SRC	F	anciens	Retiré	hemicycle	1
2012-07-20	UDI	H	anciens	Rejeté	hemicycle	2
2012-07-20	UMP	F	anciens	Rejeté	hemicycle	2
2012-07-20	UMP	H	anciens	Non soutenu	hemicycle	6
2012-07-20	UMP	H	anciens	Rejeté	hemicycle	16
2012-07-20	UMP	H	anciens	Tombe	hemicycle	1
2012-07-20	UMP	H	nouveaux	Non soutenu	hemicycle	2
2012-07-21	ECOLO	F	nouveaux	Rejeté	hemicycle	1
2012-07-21	SRC	F	anciens	Adopté	hemicycle	1
2012-07-21	SRC	H	anciens	Adopté	hemicycle	1
2012-07-21	SRC	H	nouveaux	Retiré	hemicycle	1
2012-07-21	UDI	H	anciens	Rejeté	hemicycle	2
2012-07-21	UMP	H	anciens	Rejeté	hemicycle	2
2012-07-23	SRC	F	anciens	Adopté	hemicycle	1
2012-07-23	SRC	F	anciens	Retiré	hemicycle	2
2012-07-23	SRC	F	nouveaux	Adopté	hemicycle	1
2012-07-23	SRC	F	nouveaux	Retiré	hemicycle	1
2012-07-23	UMP	F	anciens	Rejeté	hemicycle	1
2012-07-23	UMP	H	anciens	Rejeté	hemicycle	6
2012-07-23	UMP	H	anciens	Tombe	hemicycle	1
2012-07-23	UMP	H	nouveaux	Rejeté	hemicycle	1
2012-07-24	SRC	F	anciens	Adopté	hemicycle	1
2012-09-04	NI	H	nouveaux	Retiré	hemicycle	1
2012-09-04	UMP	H	anciens	Retiré	hemicycle	1
2012-09-05	SRC	F	nouveaux	Retiré	hemicycle	2
2012-09-06	UMP	H	anciens	Retiré	hemicycle	3
2012-09-07	SRC	H	nouveaux	Retiré	hemicycle	1
2012-09-07	UMP	H	anciens	Retiré	hemicycle	1
2012-09-07	UMP	H	nouveaux	Retiré	hemicycle	1
2012-09-08	UMP	F	nouveaux	Retiré	hemicycle	2
2012-09-10	ECOLO	F	nouveaux	Adopté	hemicycle	2
2012-09-10	ECOLO	F	nouveaux	Rejeté	hemicycle	1
2012-09-10	GDR	F	anciens	Rejeté	hemicycle	2
2012-09-10	GDR	H	anciens	Adopté	hemicycle	1
2012-09-10	NI	F	nouveaux	Non soutenu	hemicycle	4
2012-09-10	NI	F	nouveaux	Rejeté	hemicycle	1
2012-09-10	NI	H	nouveaux	Rejeté	hemicycle	1
2012-09-10	RRDP	H	nouveaux	Non soutenu	hemicycle	1
2012-09-10	SRC	F	nouveaux	Adopté	hemicycle	2
2012-09-10	SRC	F	nouveaux	Retiré	hemicycle	3
2012-09-10	SRC	H	anciens	Adopté	hemicycle	3
2012-09-10	SRC	H	nouveaux	Adopté	hemicycle	36
2012-09-10	SRC	H	nouveaux	Retiré	hemicycle	6
2012-09-10	SRC	H	nouveaux	Tombe	hemicycle	4
2012-09-10	UDI	H	anciens	Rejeté	hemicycle	11
2012-09-10	UDI	H	anciens	Tombe	hemicycle	1
2012-09-10	UMP	F	nouveaux	Adopté	hemicycle	1
2012-09-10	UMP	F	nouveaux	Non soutenu	hemicycle	2
2012-09-10	UMP	F	nouveaux	Rejeté	hemicycle	2
2012-09-10	UMP	F	nouveaux	Tombe	hemicycle	1
2012-09-10	UMP	H	anciens	Adopté	hemicycle	5
2012-09-10	UMP	H	anciens	Non soutenu	hemicycle	4
2012-09-10	UMP	H	anciens	Rejeté	hemicycle	40
2012-09-10	UMP	H	anciens	Retiré	hemicycle	1
2012-09-10	UMP	H	anciens	Tombe	hemicycle	5
2012-09-10	UMP	H	nouveaux	Rejeté	hemicycle	3
2012-09-10	UMP	H	nouveaux	Tombe	hemicycle	1
2012-09-11	ECOLO	F	nouveaux	Adopté	hemicycle	1
2012-09-11	ECOLO	F	nouveaux	Rejeté	hemicycle	2
2012-09-11	ECOLO	H	nouveaux	Adopté	hemicycle	1
2012-09-11	ECOLO	H	nouveaux	Rejeté	hemicycle	1
2012-09-11	ECOLO	H	nouveaux	Retiré	hemicycle	1
2012-09-11	GDR	F	anciens	Adopté	hemicycle	1
2012-09-11	GDR	F	anciens	Irrecevable	hemicycle	2
2012-09-11	GDR	F	anciens	Rejeté	hemicycle	4
2012-09-11	GDR	F	anciens	Tombe	hemicycle	1
2012-09-11	NI	H	nouveaux	Non soutenu	hemicycle	2
2012-09-11	RRDP	H	anciens	Retiré	hemicycle	1
2012-09-11	RRDP	H	anciens	Tombe	hemicycle	1
2012-09-11	SRC	F	nouveaux	Adopté	hemicycle	1
2012-09-11	SRC	F	nouveaux	Retiré	hemicycle	5
2012-09-11	SRC	H	anciens	Adopté	hemicycle	2
2012-09-11	SRC	H	anciens	Retiré	hemicycle	3
2012-09-11	SRC	H	anciens	Tombe	hemicycle	2
2012-09-11	SRC	H	nouveaux	Adopté	hemicycle	18
2012-09-11	SRC	H	nouveaux	Retiré	hemicycle	4
2012-09-11	SRC	H	nouveaux	Tombe	hemicycle	4
2012-09-11	UDI	H	anciens	Adopté	hemicycle	1
2012-09-11	UDI	H	anciens	Irrecevable	hemicycle	3
2012-09-11	UDI	H	anciens	Non soutenu	hemicycle	1
2012-09-11	UDI	H	anciens	Rejeté	hemicycle	25
2012-09-11	UDI	H	anciens	Retiré	hemicycle	7
2012-09-11	UDI	H	anciens	Tombe	hemicycle	5
2012-09-11	UMP	F	anciens	Tombe	hemicycle	2
2012-09-11	UMP	F	nouveaux	Non soutenu	hemicycle	3
2012-09-11	UMP	F	nouveaux	Rejeté	hemicycle	6
2012-09-11	UMP	F	nouveaux	Retiré	hemicycle	1
2012-09-11	UMP	F	nouveaux	Tombe	hemicycle	2
2012-09-11	UMP	H	anciens	Adopté	hemicycle	2
2012-09-11	UMP	H	anciens	Irrecevable	hemicycle	2
2012-09-11	UMP	H	anciens	Non soutenu	hemicycle	5
2012-09-11	UMP	H	anciens	Rejeté	hemicycle	36
2012-09-11	UMP	H	anciens	Retiré	hemicycle	6
2012-09-11	UMP	H	nouveaux	Rejeté	hemicycle	17
2012-09-11	UMP	H	nouveaux	Retiré	hemicycle	1
2012-09-11	UMP	H	nouveaux	Tombe	hemicycle	2
2012-09-12	SRC	H	anciens	Adopté	hemicycle	1
2012-09-12	SRC	H	anciens	Tombe	hemicycle	1
2012-09-12	SRC	H	nouveaux	Adopté	hemicycle	6
2012-09-12	SRC	H	nouveaux	Tombe	hemicycle	8
2012-09-12	UMP	H	anciens	Retiré	hemicycle	1
2012-09-21	NI	H	anciens	Non soutenu	hemicycle	1
2012-09-21	UMP	H	anciens	Non soutenu	hemicycle	6
2012-09-21	UMP	H	anciens	Rejeté	hemicycle	2
2012-09-24	ECOLO	H	nouveaux	Rejeté	hemicycle	1
2012-09-24	GDR	H	anciens	Adopté	hemicycle	2
2012-09-24	GDR	H	anciens	Rejeté	hemicycle	6
2012-09-24	GDR	H	anciens	Retiré	hemicycle	2
2012-09-24	GDR	H	anciens	Tombe	hemicycle	1
2012-09-24	NI	F	nouveaux	Rejeté	hemicycle	2
2012-09-24	NI	H	nouveaux	Retiré	hemicycle	3
2012-09-24	RRDP	F	nouveaux	Retiré	hemicycle	1
2012-09-24	RRDP	H	nouveaux	Rejeté	hemicycle	2
2012-09-24	RRDP	H	nouveaux	Retiré	hemicycle	1
2012-09-24	SRC	F	anciens	Adopté	hemicycle	2
2012-09-24	SRC	F	anciens	Non soutenu	hemicycle	1
2012-09-24	SRC	F	anciens	Retiré	hemicycle	5
2012-09-24	SRC	F	nouveaux	Adopté	hemicycle	6
2012-09-24	SRC	F	nouveaux	Retiré	hemicycle	2
2012-09-24	SRC	H	anciens	Adopté	hemicycle	1
2012-09-24	SRC	H	anciens	Rejeté	hemicycle	1
2012-09-24	SRC	H	anciens	Retiré	hemicycle	8
2012-09-24	SRC	H	nouveaux	Tombe	hemicycle	1
2012-09-24	UDI	H	anciens	Irrecevable	hemicycle	2
2012-09-24	UDI	H	anciens	Non soutenu	hemicycle	2
2012-09-24	UDI	H	anciens	Rejeté	hemicycle	8
2012-09-24	UDI	H	anciens	Retiré	hemicycle	12
2012-09-24	UDI	H	nouveaux	Rejeté	hemicycle	3
2012-09-24	UMP	F	anciens	Non soutenu	hemicycle	3
2012-09-24	UMP	F	anciens	Rejeté	hemicycle	5
2012-09-24	UMP	F	nouveaux	Non soutenu	hemicycle	1
2012-09-24	UMP	F	nouveaux	Rejeté	hemicycle	5
2012-09-24	UMP	F	nouveaux	Retiré	hemicycle	2
2012-09-24	UMP	H	anciens	Irrecevable	hemicycle	5
2012-09-24	UMP	H	anciens	Non soutenu	hemicycle	52
2012-09-24	UMP	H	anciens	Rejeté	hemicycle	65
2012-09-24	UMP	H	anciens	Retiré	hemicycle	15
2012-09-24	UMP	H	nouveaux	Non soutenu	hemicycle	5
2012-09-24	UMP	H	nouveaux	Rejeté	hemicycle	21
2012-09-24	UMP	H	nouveaux	Retiré	hemicycle	1
2012-09-24	UMP	H	nouveaux	Tombe	hemicycle	1
2012-09-25	ECOLO	F	nouveaux	Adopté	hemicycle	1
2012-09-25	ECOLO	F	nouveaux	Retiré	hemicycle	4
2012-09-25	ECOLO	F	nouveaux	Tombe	hemicycle	2
2012-09-25	ECOLO	H	nouveaux	Adopté	hemicycle	1
2012-09-25	ECOLO	H	nouveaux	Irrecevable	hemicycle	1
2012-09-25	GDR	H	anciens	Irrecevable	hemicycle	2
2012-09-25	GDR	H	anciens	Rejeté	hemicycle	3
2012-09-25	GDR	H	anciens	Tombe	hemicycle	1
2012-09-25	NI	H	nouveaux	Rejeté	hemicycle	4
2012-09-25	RRDP	F	nouveaux	Retiré	hemicycle	1
2012-09-25	RRDP	H	nouveaux	Irrecevable	hemicycle	2
2012-09-25	RRDP	H	nouveaux	Rejeté	hemicycle	1
2012-09-25	RRDP	H	nouveaux	Retiré	hemicycle	1
2012-09-25	RRDP	H	nouveaux	Tombe	hemicycle	1
2012-09-25	SRC	F	anciens	Adopté	hemicycle	4
2012-09-25	SRC	F	anciens	Irrecevable	hemicycle	2
2012-09-25	SRC	F	anciens	Non soutenu	hemicycle	1
2012-09-25	SRC	F	anciens	Retiré	hemicycle	2
2012-09-25	SRC	F	nouveaux	Adopté	hemicycle	5
2012-09-25	SRC	F	nouveaux	Irrecevable	hemicycle	1
2012-09-25	SRC	F	nouveaux	Rejeté	hemicycle	1
2012-09-25	SRC	H	anciens	Adopté	hemicycle	1
2012-09-25	SRC	H	anciens	Irrecevable	hemicycle	4
2012-09-25	SRC	H	anciens	Non soutenu	hemicycle	4
2012-09-25	SRC	H	anciens	Rejeté	hemicycle	3
2012-09-25	SRC	H	anciens	Retiré	hemicycle	4
2012-09-25	SRC	H	nouveaux	Adopté	hemicycle	1
2012-09-25	SRC	H	nouveaux	Non soutenu	hemicycle	1
2012-09-25	SRC	H	nouveaux	Retiré	hemicycle	4
2012-09-25	UDI	H	anciens	Adopté	hemicycle	1
2012-09-25	UDI	H	anciens	Irrecevable	hemicycle	10
2012-09-25	UDI	H	anciens	Non soutenu	hemicycle	14
2012-09-25	UDI	H	anciens	Rejeté	hemicycle	16
2012-09-25	UDI	H	anciens	Retiré	hemicycle	4
2012-09-25	UDI	H	nouveaux	Non soutenu	hemicycle	1
2012-09-25	UDI	H	nouveaux	Rejeté	hemicycle	12
2012-09-25	UDI	H	nouveaux	Retiré	hemicycle	1
2012-09-25	UMP	F	anciens	Rejeté	hemicycle	2
2012-09-25	UMP	F	nouveaux	Rejeté	hemicycle	1
2012-09-25	UMP	H	anciens	Irrecevable	hemicycle	4
2012-09-25	UMP	H	anciens	Non soutenu	hemicycle	9
2012-09-25	UMP	H	anciens	Rejeté	hemicycle	36
2012-09-25	UMP	H	anciens	Retiré	hemicycle	9
2012-09-25	UMP	H	anciens	Tombe	hemicycle	5
2012-09-25	UMP	H	nouveaux	Non soutenu	hemicycle	6
2012-09-25	UMP	H	nouveaux	Rejeté	hemicycle	27
2012-09-25	UMP	H	nouveaux	Retiré	hemicycle	1
2012-09-25	UMP	H	nouveaux	Tombe	hemicycle	1
2012-09-26	ECOLO	F	nouveaux	Irrecevable	hemicycle	1
2012-09-26	ECOLO	F	nouveaux	Rejeté	hemicycle	5
2012-09-26	ECOLO	F	nouveaux	Retiré	hemicycle	4
2012-09-26	ECOLO	F	nouveaux	Tombe	hemicycle	2
2012-09-26	ECOLO	H	nouveaux	Adopté	hemicycle	2
2012-09-26	ECOLO	H	nouveaux	Rejeté	hemicycle	6
2012-09-26	ECOLO	H	nouveaux	Retiré	hemicycle	2
2012-09-26	GDR	H	anciens	Non soutenu	hemicycle	2
2012-09-26	GDR	H	anciens	Rejeté	hemicycle	1
2012-09-26	GDR	H	anciens	Retiré	hemicycle	3
2012-09-26	RRDP	H	anciens	Non soutenu	hemicycle	1
2012-09-26	RRDP	H	nouveaux	Non soutenu	hemicycle	3
2012-09-26	SRC	F	anciens	Adopté	hemicycle	1
2012-09-26	SRC	F	nouveaux	Adopté	hemicycle	1
2012-09-26	SRC	H	anciens	Adopté	hemicycle	44
2012-09-26	SRC	H	anciens	Non soutenu	hemicycle	2
2012-09-26	SRC	H	anciens	Rejeté	hemicycle	1
2012-09-26	SRC	H	anciens	Retiré	hemicycle	7
2012-09-26	SRC	H	anciens	Tombe	hemicycle	2
2012-09-26	SRC	H	nouveaux	Rejeté	hemicycle	2
2012-09-26	SRC	H	nouveaux	Retiré	hemicycle	1
2012-09-26	SRC	H	nouveaux	Tombe	hemicycle	1
2012-09-26	UDI	H	anciens	Irrecevable	hemicycle	1
2012-09-26	UDI	H	anciens	Non soutenu	hemicycle	7
2012-09-26	UDI	H	anciens	Rejeté	hemicycle	11
2012-09-26	UDI	H	anciens	Retiré	hemicycle	3
2012-09-26	UDI	H	anciens	Tombe	hemicycle	6
2012-09-26	UMP	F	anciens	Non soutenu	hemicycle	19
2012-09-26	UMP	F	anciens	Rejeté	hemicycle	4
2012-09-26	UMP	F	anciens	Tombe	hemicycle	1
2012-09-26	UMP	F	nouveaux	Rejeté	hemicycle	1
2012-09-26	UMP	H	anciens	Adopté	hemicycle	6
2012-09-26	UMP	H	anciens	Non soutenu	hemicycle	58
2012-09-26	UMP	H	anciens	Rejeté	hemicycle	128
2012-09-26	UMP	H	anciens	Retiré	hemicycle	8
2012-09-26	UMP	H	anciens	Tombe	hemicycle	15
2012-09-26	UMP	H	nouveaux	Non soutenu	hemicycle	9
2012-09-26	UMP	H	nouveaux	Rejeté	hemicycle	1
2012-09-27	ECOLO	F	nouveaux	Rejeté	hemicycle	1
2012-09-27	ECOLO	F	nouveaux	Tombe	hemicycle	2
2012-09-27	ECOLO	H	nouveaux	Adopté	hemicycle	1
2012-09-27	ECOLO	H	nouveaux	Rejeté	hemicycle	1
2012-09-27	ECOLO	H	nouveaux	Retiré	hemicycle	4
2012-09-27	GDR	H	anciens	Non soutenu	hemicycle	7
2012-09-27	SRC	F	anciens	Adopté	hemicycle	1
2012-09-27	SRC	H	anciens	Adopté	hemicycle	3
2012-09-27	SRC	H	anciens	Rejeté	hemicycle	1
2012-09-27	SRC	H	anciens	Retiré	hemicycle	7
2012-09-27	UDI	H	anciens	Non soutenu	hemicycle	1
2012-09-27	UMP	F	anciens	Non soutenu	hemicycle	4
2012-09-27	UMP	H	anciens	Adopté	hemicycle	1
2012-09-27	UMP	H	anciens	Non soutenu	hemicycle	5
2012-09-27	UMP	H	anciens	Rejeté	hemicycle	1
2012-09-27	UMP	H	anciens	Tombe	hemicycle	1
2012-09-27	UMP	H	nouveaux	Non soutenu	hemicycle	1
2012-09-28	SRC	H	anciens	Retiré	hemicycle	1
2012-09-28	UMP	H	anciens	Irrecevable	hemicycle	2
2012-09-29	SRC	H	anciens	Adopté	hemicycle	1
2012-10-01	ECOLO	H	nouveaux	Retiré	hemicycle	1
2012-10-01	SRC	H	anciens	Adopté	hemicycle	8
2012-10-01	SRC	H	anciens	Retiré	hemicycle	2
2012-10-01	UMP	H	anciens	Adopté	hemicycle	2
2012-10-01	UMP	H	anciens	Rejeté	hemicycle	1
2012-10-02	NI	H	nouveaux	Rejeté	hemicycle	1
2012-10-03	SRC	H	anciens	Adopté	hemicycle	1
2012-10-03	SRC	H	anciens	Retiré	hemicycle	1
2012-10-03	UMP	H	anciens	Rejeté	hemicycle	1
2012-10-04	NI	H	nouveaux	Retiré	hemicycle	1
2012-10-04	SRC	F	anciens	Retiré	hemicycle	1
2012-10-04	SRC	H	anciens	Adopté	hemicycle	8
2012-10-04	UMP	H	anciens	Rejeté	hemicycle	7
2012-10-05	ECOLO	F	nouveaux	Retiré	hemicycle	1
2012-10-05	NI	F	nouveaux	Rejeté	hemicycle	1
2012-10-05	RRDP	H	nouveaux	Irrecevable	hemicycle	1
2012-10-05	SRC	F	anciens	Adopté	hemicycle	1
2012-10-05	SRC	H	anciens	Adopté	hemicycle	17
2012-10-05	UDI	H	anciens	Irrecevable	hemicycle	3
2012-10-05	UDI	H	anciens	Rejeté	hemicycle	1
2012-10-05	UMP	H	anciens	Rejeté	hemicycle	4
2012-10-05	UMP	H	anciens	Retiré	hemicycle	3
2012-10-06	ECOLO	F	nouveaux	Rejeté	hemicycle	1
2012-10-06	ECOLO	F	nouveaux	Retiré	hemicycle	1
2012-10-06	ECOLO	H	anciens	Adopté	hemicycle	1
2012-10-06	ECOLO	H	nouveaux	Retiré	hemicycle	1
2012-10-06	GDR	H	nouveaux	Retiré	hemicycle	2
2012-10-06	NI	F	nouveaux	Rejeté	hemicycle	1
2012-10-06	NI	H	nouveaux	Retiré	hemicycle	1
2012-10-06	SRC	F	anciens	Non soutenu	hemicycle	1
2012-10-06	SRC	F	nouveaux	Retiré	hemicycle	1
2012-10-06	SRC	H	anciens	Adopté	hemicycle	4
2012-10-06	UDI	H	anciens	Rejeté	hemicycle	4
2012-10-06	UDI	H	anciens	Retiré	hemicycle	1
2012-10-06	UMP	H	anciens	Rejeté	hemicycle	6
2012-10-06	UMP	H	anciens	Retiré	hemicycle	2
2012-10-07	UMP	H	anciens	Retiré	hemicycle	2
2012-10-08	ECOLO	F	nouveaux	Rejeté	hemicycle	2
2012-10-08	ECOLO	H	nouveaux	Adopté	hemicycle	1
2012-10-08	ECOLO	H	nouveaux	Rejeté	hemicycle	1
2012-10-08	ECOLO	H	nouveaux	Retiré	hemicycle	1
2012-10-08	GDR	F	anciens	Adopté	hemicycle	2
2012-10-08	GDR	F	anciens	Rejeté	hemicycle	1
2012-10-08	GDR	F	anciens	Retiré	hemicycle	3
2012-10-08	GDR	F	anciens	Tombe	hemicycle	1
2012-10-08	GDR	H	anciens	Adopté	hemicycle	2
2012-10-08	GDR	H	anciens	Irrecevable	hemicycle	1
2012-10-08	GDR	H	anciens	Rejeté	hemicycle	8
2012-10-08	GDR	H	anciens	Retiré	hemicycle	4
2012-10-08	GDR	H	anciens	Tombe	hemicycle	1
2012-10-08	GDR	H	nouveaux	Adopté	hemicycle	5
2012-10-08	GDR	H	nouveaux	Rejeté	hemicycle	9
2012-10-08	GDR	H	nouveaux	Retiré	hemicycle	26
2012-10-08	GDR	H	nouveaux	Tombe	hemicycle	1
2012-10-08	SRC	F	anciens	Adopté	hemicycle	5
2012-10-08	SRC	F	nouveaux	Adopté	hemicycle	15
2012-10-08	SRC	F	nouveaux	Retiré	hemicycle	4
2012-10-08	SRC	H	anciens	Adopté	hemicycle	5
2012-10-08	SRC	H	anciens	Retiré	hemicycle	1
2012-10-08	SRC	H	nouveaux	Adopté	hemicycle	2
2012-10-08	SRC	H	nouveaux	Retiré	hemicycle	3
2012-10-08	UDI	H	anciens	Irrecevable	hemicycle	1
2012-10-08	UDI	H	nouveaux	Rejeté	hemicycle	2
2012-10-08	UDI	H	nouveaux	Retiré	hemicycle	1
2012-10-08	UMP	F	anciens	Non soutenu	hemicycle	1
2012-10-08	UMP	F	anciens	Rejeté	hemicycle	1
2012-10-08	UMP	F	anciens	Retiré	hemicycle	2
2012-10-08	UMP	F	nouveaux	Non soutenu	hemicycle	2
2012-10-08	UMP	H	anciens	Adopté	hemicycle	1
2012-10-08	UMP	H	anciens	Irrecevable	hemicycle	1
2012-10-08	UMP	H	anciens	Non soutenu	hemicycle	6
2012-10-08	UMP	H	anciens	Rejeté	hemicycle	1
2012-10-08	UMP	H	nouveaux	Non soutenu	hemicycle	3
2012-10-09	GDR	F	anciens	Irrecevable	hemicycle	1
2012-10-09	GDR	H	anciens	Irrecevable	hemicycle	1
2012-10-09	GDR	H	anciens	Rejeté	hemicycle	2
2012-10-09	GDR	H	nouveaux	Rejeté	hemicycle	1
2012-10-09	GDR	H	nouveaux	Retiré	hemicycle	21
2012-10-09	GDR	H	nouveaux	Tombe	hemicycle	5
2012-10-09	RRDP	H	nouveaux	Rejeté	hemicycle	2
2012-10-09	RRDP	H	nouveaux	Retiré	hemicycle	1
2012-10-09	SRC	F	anciens	Adopté	hemicycle	2
2012-10-09	SRC	F	anciens	Tombe	hemicycle	1
2012-10-09	SRC	F	nouveaux	Adopté	hemicycle	1
2012-10-09	SRC	F	nouveaux	Retiré	hemicycle	1
2012-10-09	SRC	H	anciens	Adopté	hemicycle	1
2012-10-09	SRC	H	anciens	Irrecevable	hemicycle	1
2012-10-09	SRC	H	anciens	Retiré	hemicycle	1
2012-10-09	UDI	H	nouveaux	Adopté	hemicycle	1
2012-10-09	UDI	H	nouveaux	Irrecevable	hemicycle	1
2012-10-09	UDI	H	nouveaux	Rejeté	hemicycle	2
2012-10-09	UDI	H	nouveaux	Retiré	hemicycle	2
2012-10-09	UMP	F	anciens	Rejeté	hemicycle	3
2012-10-09	UMP	H	anciens	Rejeté	hemicycle	2
2012-10-09	UMP	H	nouveaux	Irrecevable	hemicycle	2
2012-10-10	NI	F	anciens	Retiré	hemicycle	1
2012-10-10	RRDP	H	nouveaux	Rejeté	hemicycle	1
2012-10-10	SRC	F	nouveaux	Adopté	hemicycle	5
2012-10-10	SRC	H	anciens	Adopté	hemicycle	3
2012-10-10	UDI	H	nouveaux	Rejeté	hemicycle	1
2012-10-10	UMP	F	nouveaux	Retiré	hemicycle	1
2012-10-10	UMP	H	anciens	Adopté	hemicycle	1
2012-10-10	UMP	H	anciens	Rejeté	hemicycle	24
2012-10-10	UMP	H	anciens	Tombe	hemicycle	3
2012-10-11	SRC	H	anciens	Adopté	hemicycle	6
2012-10-11	SRC	H	anciens	Retiré	hemicycle	5
2012-10-11	UDI	H	anciens	Retiré	hemicycle	1
2012-10-11	UMP	F	anciens	Retiré	hemicycle	1
2012-10-11	UMP	H	nouveaux	Retiré	hemicycle	1
2012-10-12	NI	H	nouveaux	Non soutenu	hemicycle	3
2012-10-12	NI	H	nouveaux	Retiré	hemicycle	4
2012-10-12	SRC	H	anciens	Irrecevable	hemicycle	1
2012-10-12	SRC	H	anciens	Retiré	hemicycle	2
