date	groupes	genre	renouveau	sorts	origine	total
2007-07-25	SRC	H	anciens	Rejeté	hemicycle	6
2007-07-25	SRC	H	anciens	Tombe	hemicycle	1
2007-07-25	UMP	H	anciens	Adopté	hemicycle	1
2007-07-26	GDR	H	anciens	Rejeté	hemicycle	3
2007-07-26	SRC	H	anciens	Rejeté	hemicycle	1
2007-07-26	UMP	F	anciens	Retiré	hemicycle	1
2007-07-26	UMP	H	anciens	Non soutenu	hemicycle	2
2007-07-26	UMP	H	anciens	Rejeté	hemicycle	1
2007-07-26	UMP	H	anciens	Retiré	hemicycle	3
2007-07-27	GDR	H	anciens	Non soutenu	hemicycle	2
2007-07-27	GDR	H	anciens	Rejeté	hemicycle	23
2007-07-27	GDR	H	anciens	Tombe	hemicycle	3
2007-07-27	NC	H	anciens	Adopté	hemicycle	1
2007-07-27	SRC	H	anciens	Non soutenu	hemicycle	4
2007-07-27	SRC	H	anciens	Tombe	hemicycle	1
2007-07-27	UMP	F	anciens	Non soutenu	hemicycle	5
2007-07-27	UMP	H	anciens	Adopté	hemicycle	33
2007-07-27	UMP	H	anciens	Non soutenu	hemicycle	5
2007-07-27	UMP	H	anciens	Retiré	hemicycle	6
2007-07-27	UMP	H	anciens	Tombe	hemicycle	1
2007-07-28	SRC	F	anciens	Rejeté	hemicycle	1
2007-07-28	SRC	H	anciens	Adopté	hemicycle	5
2007-07-28	SRC	H	anciens	Rejeté	hemicycle	62
2007-07-28	SRC	H	anciens	Retiré	hemicycle	4
2007-07-28	SRC	H	anciens	Tombe	hemicycle	5
2007-07-28	UMP	H	anciens	Adopté	hemicycle	1
2007-07-28	UMP	H	anciens	Retiré	hemicycle	2
2007-07-30	SRC	H	anciens	Non soutenu	hemicycle	1
2007-07-30	SRC	H	anciens	Rejeté	hemicycle	2
2007-07-30	UMP	H	anciens	Adopté	hemicycle	1
2007-07-31	SRC	H	anciens	Rejeté	hemicycle	1
2007-07-31	SRC	H	anciens	Retiré	hemicycle	1
2007-07-31	UMP	H	anciens	Adopté	hemicycle	3
2007-08-01	GDR	H	anciens	Adopté	hemicycle	1
2007-08-01	UMP	H	anciens	Adopté	hemicycle	1
2007-09-11	UMP	H	anciens	Non soutenu	hemicycle	2
2007-09-11	UMP	H	anciens	Rejeté	hemicycle	2
2007-09-13	UMP	H	anciens	Adopté	hemicycle	37
2007-09-13	UMP	H	anciens	Rejeté	hemicycle	2
2007-09-13	UMP	H	anciens	Retiré	hemicycle	7
2007-09-13	UMP	H	anciens	Tombe	hemicycle	1
2007-09-14	UMP	H	anciens	Adopté	hemicycle	4
2007-09-14	UMP	H	anciens	Non soutenu	hemicycle	3
2007-09-14	UMP	H	anciens	Rejeté	hemicycle	2
2007-09-14	UMP	H	anciens	Retiré	hemicycle	11
2007-09-14	UMP	H	anciens	Tombe	hemicycle	6
2007-09-15	UMP	H	anciens	Tombe	hemicycle	1
2007-09-17	GDR	H	anciens	Non soutenu	hemicycle	3
2007-09-17	GDR	H	anciens	Rejeté	hemicycle	20
2007-09-17	GDR	H	anciens	Retiré	hemicycle	1
2007-09-17	GDR	H	anciens	Tombe	hemicycle	5
2007-09-17	NC	H	anciens	Adopté	hemicycle	2
2007-09-17	NC	H	anciens	Rejeté	hemicycle	2
2007-09-17	NC	H	anciens	Retiré	hemicycle	2
2007-09-17	NC	H	anciens	Tombe	hemicycle	2
2007-09-17	SRC	F	anciens	Adopté	hemicycle	4
2007-09-17	SRC	F	anciens	Rejeté	hemicycle	27
2007-09-17	SRC	F	anciens	Tombe	hemicycle	1
2007-09-17	SRC	H	anciens	Rejeté	hemicycle	11
2007-09-17	UMP	F	anciens	Adopté	hemicycle	4
2007-09-17	UMP	F	anciens	Rejeté	hemicycle	6
2007-09-17	UMP	F	anciens	Retiré	hemicycle	1
2007-09-17	UMP	H	anciens	Adopté	hemicycle	14
2007-09-17	UMP	H	anciens	Non soutenu	hemicycle	8
2007-09-17	UMP	H	anciens	Rejeté	hemicycle	4
2007-09-17	UMP	H	anciens	Retiré	hemicycle	8
2007-09-17	UMP	H	anciens	Tombe	hemicycle	1
2007-09-18	GDR	H	anciens	Non soutenu	hemicycle	2
2007-09-18	GDR	H	anciens	Rejeté	hemicycle	27
2007-09-18	GDR	H	anciens	Tombe	hemicycle	10
2007-09-18	SRC	F	anciens	Rejeté	hemicycle	15
2007-09-18	SRC	H	anciens	Rejeté	hemicycle	2
2007-09-18	UMP	H	anciens	Adopté	hemicycle	2
2007-09-18	UMP	H	anciens	Indéfini	hemicycle	1
2007-09-18	UMP	H	anciens	Retiré	hemicycle	3
2007-09-19	UMP	H	anciens	Adopté	hemicycle	13
2007-09-19	UMP	H	anciens	Retiré	hemicycle	1
2007-09-19	UMP	H	anciens	Tombe	hemicycle	5
2007-09-20	UMP	H	anciens	Adopté	hemicycle	10
2007-09-20	UMP	H	anciens	Non soutenu	hemicycle	1
2007-09-20	UMP	H	anciens	Retiré	hemicycle	1
2007-09-20	UMP	H	anciens	Tombe	hemicycle	1
2007-09-24	GDR	H	anciens	Adopté	hemicycle	1
2007-09-24	GDR	H	anciens	Rejeté	hemicycle	3
2007-09-24	GDR	H	anciens	Tombe	hemicycle	1
2007-09-24	NC	H	anciens	Non soutenu	hemicycle	1
2007-09-24	NC	H	anciens	Rejeté	hemicycle	2
2007-09-24	NC	H	anciens	Retiré	hemicycle	2
2007-09-24	NC	H	anciens	Tombe	hemicycle	1
2007-09-24	SRC	H	anciens	Adopté	hemicycle	2
2007-09-24	SRC	H	anciens	Rejeté	hemicycle	16
2007-09-24	SRC	H	anciens	Retiré	hemicycle	1
2007-09-24	SRC	H	anciens	Tombe	hemicycle	7
2007-09-24	UMP	F	anciens	Adopté	hemicycle	1
2007-09-24	UMP	F	anciens	Rejeté	hemicycle	1
2007-09-24	UMP	F	anciens	Retiré	hemicycle	2
2007-09-24	UMP	F	anciens	Tombe	hemicycle	1
2007-09-24	UMP	H	anciens	Adopté	hemicycle	2
2007-09-24	UMP	H	anciens	Retiré	hemicycle	3
2007-09-25	SRC	H	anciens	Adopté	hemicycle	1
2007-09-25	SRC	H	anciens	Rejeté	hemicycle	5
2007-09-25	SRC	H	anciens	Retiré	hemicycle	1
2007-09-26	UMP	H	anciens	Adopté	hemicycle	2
2007-09-27	UMP	H	anciens	Adopté	hemicycle	50
2007-09-27	UMP	H	anciens	Retiré	hemicycle	2
2007-09-28	UMP	H	anciens	Retiré	hemicycle	4
2007-09-28	UMP	H	anciens	Tombe	hemicycle	2
2007-10-01	SRC	H	anciens	Tombe	hemicycle	2
2007-10-01	UMP	H	anciens	Adopté	hemicycle	20
2007-10-01	UMP	H	anciens	Non soutenu	hemicycle	3
2007-10-01	UMP	H	anciens	Retiré	hemicycle	1
2007-10-02	SRC	H	anciens	Rejeté	hemicycle	5
2007-10-02	UMP	H	anciens	Adopté	hemicycle	1
2007-10-04	NC	H	anciens	Adopté	hemicycle	10
2007-10-06	UMP	H	anciens	Retiré	hemicycle	1
2007-10-08	SRC	H	anciens	Adopté	hemicycle	2
2007-10-08	SRC	H	anciens	Rejeté	hemicycle	3
2007-10-08	SRC	H	anciens	Retiré	hemicycle	1
2007-10-08	UMP	H	anciens	Adopté	hemicycle	9
2007-10-08	UMP	H	anciens	Rejeté	hemicycle	3
2007-10-08	UMP	H	anciens	Retiré	hemicycle	1
2007-10-09	NC	H	anciens	Adopté	hemicycle	6
2007-10-09	NC	H	anciens	Rejeté	hemicycle	1
2007-10-09	NC	H	anciens	Retiré	hemicycle	1
2007-10-09	SRC	H	anciens	Rejeté	hemicycle	2
2007-10-09	SRC	H	anciens	Retiré	hemicycle	1
2007-10-10	NC	H	anciens	Adopté	hemicycle	4
2007-10-10	NC	H	anciens	Rejeté	hemicycle	1
2007-10-10	SRC	H	anciens	Tombe	hemicycle	1
2007-10-10	UMP	F	anciens	Adopté	hemicycle	1
2007-10-10	UMP	H	anciens	Adopté	hemicycle	4
2007-10-10	UMP	H	anciens	Retiré	hemicycle	3
2007-10-11	UMP	H	anciens	Adopté	hemicycle	14
2007-10-11	UMP	H	anciens	Rejeté	hemicycle	3
2007-10-11	UMP	H	anciens	Retiré	hemicycle	7
2007-10-11	UMP	H	anciens	Tombe	hemicycle	2
2007-10-13	UMP	H	anciens	Adopté	hemicycle	3
2007-10-15	GDR	H	anciens	Non soutenu	hemicycle	2
2007-10-15	GDR	H	anciens	Rejeté	hemicycle	24
2007-10-15	NC	H	anciens	Rejeté	hemicycle	4
2007-10-15	NC	H	anciens	Retiré	hemicycle	12
2007-10-15	SRC	F	anciens	Rejeté	hemicycle	2
2007-10-15	SRC	H	anciens	Adopté	hemicycle	12
2007-10-15	SRC	H	anciens	Rejeté	hemicycle	70
2007-10-15	SRC	H	anciens	Retiré	hemicycle	4
2007-10-15	SRC	H	anciens	Tombe	hemicycle	8
2007-10-15	UMP	H	anciens	Adopté	hemicycle	63
2007-10-15	UMP	H	anciens	Non soutenu	hemicycle	43
2007-10-15	UMP	H	anciens	Rejeté	hemicycle	32
2007-10-15	UMP	H	anciens	Retiré	hemicycle	31
2007-10-15	UMP	H	anciens	Tombe	hemicycle	2
2007-10-16	GDR	H	anciens	Non soutenu	hemicycle	2
2007-10-16	GDR	H	anciens	Rejeté	hemicycle	18
2007-10-16	GDR	H	anciens	Retiré	hemicycle	2
2007-10-16	NC	H	anciens	Adopté	hemicycle	3
2007-10-16	NC	H	anciens	Non soutenu	hemicycle	10
2007-10-16	NC	H	anciens	Rejeté	hemicycle	8
2007-10-16	NC	H	anciens	Retiré	hemicycle	16
2007-10-16	NC	H	anciens	Tombe	hemicycle	6
2007-10-16	SRC	F	anciens	Non soutenu	hemicycle	4
2007-10-16	SRC	H	anciens	Adopté	hemicycle	2
2007-10-16	SRC	H	anciens	Rejeté	hemicycle	42
2007-10-16	SRC	H	anciens	Retiré	hemicycle	24
2007-10-16	SRC	H	anciens	Tombe	hemicycle	4
2007-10-16	UMP	H	anciens	Non soutenu	hemicycle	7
2007-10-16	UMP	H	anciens	Rejeté	hemicycle	2
2007-10-16	UMP	H	anciens	Retiré	hemicycle	4
2007-10-16	UMP	H	anciens	Tombe	hemicycle	4
2007-10-17	GDR	H	anciens	Rejeté	hemicycle	3
2007-10-17	NC	H	anciens	Adopté	hemicycle	2
2007-10-17	SRC	H	anciens	Rejeté	hemicycle	6
2007-10-17	UMP	H	anciens	Adopté	hemicycle	3
2007-10-18	NC	H	anciens	Rejeté	hemicycle	2
2007-10-18	NC	H	anciens	Retiré	hemicycle	7
2007-10-18	SRC	H	anciens	Rejeté	hemicycle	2
2007-10-18	UMP	H	anciens	Non soutenu	hemicycle	2
2007-10-19	NC	H	anciens	Adopté	hemicycle	12
2007-10-19	NC	H	anciens	Rejeté	hemicycle	3
2007-10-19	UMP	F	anciens	Adopté	hemicycle	1
2007-10-19	UMP	H	anciens	Adopté	hemicycle	3
2007-10-19	UMP	H	anciens	Rejeté	hemicycle	1
2007-10-22	GDR	F	anciens	Rejeté	hemicycle	32
2007-10-22	GDR	H	anciens	Rejeté	hemicycle	3
2007-10-22	NC	H	anciens	Adopté	hemicycle	1
2007-10-22	NC	H	anciens	Rejeté	hemicycle	14
2007-10-22	NC	H	anciens	Retiré	hemicycle	5
2007-10-22	NC	H	anciens	Tombe	hemicycle	3
2007-10-22	SRC	H	anciens	Non soutenu	hemicycle	1
2007-10-22	SRC	H	anciens	Rejeté	hemicycle	6
2007-10-22	UMP	F	anciens	Rejeté	hemicycle	1
2007-10-22	UMP	F	anciens	Tombe	hemicycle	1
2007-10-22	UMP	H	anciens	Adopté	hemicycle	31
2007-10-22	UMP	H	anciens	Non soutenu	hemicycle	7
2007-10-22	UMP	H	anciens	Rejeté	hemicycle	10
2007-10-22	UMP	H	anciens	Retiré	hemicycle	4
2007-10-22	UMP	H	anciens	Tombe	hemicycle	1
2007-10-23	GDR	F	anciens	Adopté	hemicycle	2
2007-10-23	GDR	F	anciens	Rejeté	hemicycle	8
2007-10-23	GDR	F	anciens	Retiré	hemicycle	1
2007-10-23	GDR	F	anciens	Tombe	hemicycle	4
2007-10-23	GDR	H	anciens	Adopté	hemicycle	1
2007-10-23	GDR	H	anciens	Rejeté	hemicycle	5
2007-10-23	NC	H	anciens	Adopté	hemicycle	1
2007-10-23	NC	H	anciens	Non soutenu	hemicycle	2
2007-10-23	NC	H	anciens	Rejeté	hemicycle	15
2007-10-23	NC	H	anciens	Retiré	hemicycle	2
2007-10-23	NC	H	anciens	Tombe	hemicycle	1
2007-10-23	SRC	F	anciens	Rejeté	hemicycle	9
2007-10-23	SRC	H	anciens	Adopté	hemicycle	4
2007-10-23	SRC	H	anciens	Non soutenu	hemicycle	1
2007-10-23	SRC	H	anciens	Rejeté	hemicycle	21
2007-10-23	SRC	H	anciens	Retiré	hemicycle	7
2007-10-23	SRC	H	anciens	Tombe	hemicycle	2
2007-10-23	UMP	F	anciens	Adopté	hemicycle	3
2007-10-23	UMP	F	anciens	Non soutenu	hemicycle	4
2007-10-23	UMP	F	anciens	Retiré	hemicycle	9
2007-10-23	UMP	H	anciens	Adopté	hemicycle	48
2007-10-23	UMP	H	anciens	Non soutenu	hemicycle	20
2007-10-23	UMP	H	anciens	Rejeté	hemicycle	16
2007-10-23	UMP	H	anciens	Retiré	hemicycle	25
2007-10-23	UMP	H	anciens	Tombe	hemicycle	7
2007-10-24	NC	H	anciens	Adopté	hemicycle	1
2007-10-24	NC	H	anciens	Rejeté	hemicycle	2
2007-10-24	SRC	H	anciens	Adopté	hemicycle	5
2007-10-24	SRC	H	anciens	Rejeté	hemicycle	4
2007-10-24	SRC	H	anciens	Tombe	hemicycle	1
2007-10-24	UMP	H	anciens	Adopté	hemicycle	33
2007-10-24	UMP	H	anciens	Non soutenu	hemicycle	11
2007-10-24	UMP	H	anciens	Rejeté	hemicycle	20
2007-10-24	UMP	H	anciens	Retiré	hemicycle	13
2007-10-24	UMP	H	anciens	Tombe	hemicycle	4
2007-10-25	NC	H	anciens	Non soutenu	hemicycle	1
2007-10-25	NC	H	anciens	Rejeté	hemicycle	2
2007-10-25	NC	H	anciens	Retiré	hemicycle	1
2007-10-25	NC	H	anciens	Tombe	hemicycle	1
2007-10-25	SRC	F	anciens	Rejeté	hemicycle	1
2007-10-25	SRC	H	anciens	Adopté	hemicycle	1
2007-10-25	SRC	H	anciens	Rejeté	hemicycle	5
2007-10-25	SRC	H	anciens	Tombe	hemicycle	1
2007-10-25	UMP	F	anciens	Adopté	hemicycle	1
2007-10-25	UMP	H	anciens	Adopté	hemicycle	9
2007-10-25	UMP	H	anciens	Non soutenu	hemicycle	2
2007-10-25	UMP	H	anciens	Rejeté	hemicycle	7
2007-10-25	UMP	H	anciens	Retiré	hemicycle	2
2007-10-25	UMP	H	anciens	Tombe	hemicycle	1
2007-10-26	NC	H	anciens	Retiré	hemicycle	2
2007-10-26	NC	H	anciens	Tombe	hemicycle	1
2007-10-26	SRC	H	anciens	Adopté	hemicycle	1
2007-10-26	SRC	H	anciens	Rejeté	hemicycle	1
2007-10-26	UMP	H	anciens	Adopté	hemicycle	8
2007-10-26	UMP	H	anciens	Tombe	hemicycle	3
2007-10-27	SRC	H	anciens	Retiré	hemicycle	2
2007-10-29	NC	H	anciens	Adopté	hemicycle	3
2007-10-29	SRC	F	anciens	Adopté	hemicycle	2
2007-10-29	SRC	F	anciens	Rejeté	hemicycle	2
2007-10-29	SRC	F	anciens	Retiré	hemicycle	2
2007-10-29	SRC	H	anciens	Adopté	hemicycle	2
2007-10-29	SRC	H	anciens	Rejeté	hemicycle	8
2007-10-29	SRC	H	anciens	Retiré	hemicycle	7
2007-10-29	UMP	H	anciens	Adopté	hemicycle	4
2007-10-30	SRC	H	anciens	Rejeté	hemicycle	10
2007-10-30	SRC	H	anciens	Retiré	hemicycle	2
2007-10-30	UMP	H	anciens	Adopté	hemicycle	3
2007-10-30	UMP	H	anciens	Non soutenu	hemicycle	2
2007-10-31	SRC	H	anciens	Adopté	hemicycle	6
2007-10-31	SRC	H	anciens	Retiré	hemicycle	4
2007-10-31	UMP	H	anciens	Adopté	hemicycle	4
2007-10-31	UMP	H	anciens	Retiré	hemicycle	8
2007-11-03	UMP	H	anciens	Rejeté	hemicycle	2
2007-11-05	GDR	H	anciens	Non soutenu	hemicycle	2
2007-11-05	GDR	H	anciens	Rejeté	hemicycle	4
2007-11-05	NC	H	anciens	Rejeté	hemicycle	2
2007-11-05	NC	H	anciens	Retiré	hemicycle	2
2007-11-05	SRC	H	anciens	Rejeté	hemicycle	6
2007-11-05	UMP	F	anciens	Retiré	hemicycle	2
2007-11-05	UMP	H	anciens	Adopté	hemicycle	3
2007-11-05	UMP	H	anciens	Non soutenu	hemicycle	2
2007-11-06	SRC	F	anciens	Rejeté	hemicycle	7
2007-11-06	SRC	H	anciens	Adopté	hemicycle	7
2007-11-06	SRC	H	anciens	Irrecevable	hemicycle	2
2007-11-06	SRC	H	anciens	Rejeté	hemicycle	16
2007-11-06	SRC	H	anciens	Retiré	hemicycle	5
2007-11-06	UMP	H	anciens	Adopté	hemicycle	3
2007-11-06	UMP	H	anciens	Non soutenu	hemicycle	2
2007-11-06	UMP	H	anciens	Retiré	hemicycle	2
2007-11-07	NC	H	anciens	Retiré	hemicycle	6
2007-11-07	SRC	H	anciens	Adopté	hemicycle	3
2007-11-07	SRC	H	anciens	Rejeté	hemicycle	12
2007-11-07	SRC	H	anciens	Retiré	hemicycle	6
2007-11-07	UMP	F	anciens	Adopté	hemicycle	2
2007-11-07	UMP	F	anciens	Non soutenu	hemicycle	4
2007-11-07	UMP	H	anciens	Adopté	hemicycle	7
2007-11-07	UMP	H	anciens	Non soutenu	hemicycle	10
2007-11-07	UMP	H	anciens	Retiré	hemicycle	26
2007-11-08	SRC	H	anciens	Adopté	hemicycle	2
2007-11-09	GDR	H	anciens	Adopté	hemicycle	2
2007-11-10	UMP	H	anciens	Adopté	hemicycle	9
2007-11-10	UMP	H	anciens	Rejeté	hemicycle	2
2007-11-10	UMP	H	anciens	Retiré	hemicycle	6
2007-11-12	SRC	F	anciens	Rejeté	hemicycle	6
2007-11-12	SRC	H	anciens	Rejeté	hemicycle	2
2007-11-12	UMP	H	anciens	Retiré	hemicycle	4
2007-11-13	GDR	H	anciens	Non soutenu	hemicycle	2
2007-11-13	SRC	H	anciens	Rejeté	hemicycle	2
2007-11-13	UMP	H	anciens	Retiré	hemicycle	6
2007-11-14	NC	H	anciens	Adopté	hemicycle	3
2007-11-14	NC	H	anciens	Non soutenu	hemicycle	2
2007-11-14	NC	H	anciens	Rejeté	hemicycle	2
2007-11-14	NC	H	anciens	Retiré	hemicycle	2
2007-11-14	SRC	F	anciens	Rejeté	hemicycle	2
2007-11-14	SRC	H	anciens	Adopté	hemicycle	2
2007-11-14	SRC	H	anciens	Rejeté	hemicycle	22
2007-11-14	SRC	H	anciens	Retiré	hemicycle	6
2007-11-14	UMP	F	anciens	Adopté	hemicycle	4
2007-11-14	UMP	H	anciens	Adopté	hemicycle	38
2007-11-14	UMP	H	anciens	Non soutenu	hemicycle	25
2007-11-14	UMP	H	anciens	Rejeté	hemicycle	5
2007-11-14	UMP	H	anciens	Retiré	hemicycle	23
2007-11-14	UMP	H	anciens	Tombe	hemicycle	1
2007-11-15	GDR	H	anciens	Non soutenu	hemicycle	4
2007-11-15	NC	H	anciens	Non soutenu	hemicycle	8
2007-11-15	NC	H	anciens	Rejeté	hemicycle	2
2007-11-15	SRC	F	anciens	Rejeté	hemicycle	10
2007-11-15	SRC	H	anciens	Adopté	hemicycle	2
2007-11-15	SRC	H	anciens	Non soutenu	hemicycle	2
2007-11-15	SRC	H	anciens	Rejeté	hemicycle	12
2007-11-15	UMP	F	anciens	Adopté	hemicycle	3
2007-11-15	UMP	H	anciens	Adopté	hemicycle	13
2007-11-15	UMP	H	anciens	Non soutenu	hemicycle	20
2007-11-15	UMP	H	anciens	Rejeté	hemicycle	2
2007-11-15	UMP	H	anciens	Retiré	hemicycle	25
2007-11-16	SRC	F	anciens	Rejeté	hemicycle	4
2007-11-16	SRC	H	anciens	Adopté	hemicycle	4
