date	groupes	genre	renouveau	typeprop	discute	total
2007-12-06	GDR	H	anciens	loi	attente	4
2007-12-07	NC	H	anciens	loi	attente	1
2007-12-07	NC	H	anciens	loi organique	attente	1
2007-12-07	UMP	H	anciens	loi	attente	4
2007-12-13	UMP	H	anciens	loi	attente	6
2007-12-17	UMP	F	anciens	loi	attente	1
2007-12-17	UMP	H	anciens	loi	attente	9
2007-12-18	NC	H	anciens	loi	attente	1
2007-12-18	SRC	H	anciens	loi	attente	1
2007-12-18	UMP	H	anciens	loi	attente	3
2007-12-19	GDR	H	anciens	loi	attente	1
2007-12-20	NI	H	anciens	loi	attente	1
2007-12-20	UMP	H	anciens	loi	attente	17
2007-12-21	GDR	H	anciens	création d'une commission d'enquête	attente	1
2007-12-21	SRC	F	anciens	loi	attente	1
2007-12-21	UMP	F	anciens	loi	attente	1
2007-12-21	UMP	H	anciens	loi	attente	2
2007-12-26	SRC	F	anciens	résolution européenne	attente	1
2007-12-27	UMP	F	anciens	loi	attente	1
2007-12-27	UMP	H	anciens	loi	attente	1
2008-01-09	GDR	H	anciens	loi	attente	1
2008-01-09	GDR	H	anciens	loi constitutionnelle	discute	1
2008-01-09	UMP	H	anciens	loi	attente	2
2008-01-10	UMP	H	anciens	loi	attente	5
2008-01-11	NI	H	anciens	loi	attente	1
2008-01-11	UMP	H	anciens	loi	attente	2
2008-01-14	NULL	H	anciens	loi	attente	1
2008-01-14	SRC	F	anciens	loi	attente	1
2008-01-14	UMP	F	anciens	loi	attente	1
2008-01-14	UMP	H	anciens	loi	discute	1
2008-01-15	NULL	H	anciens	loi	attente	1
2008-01-15	UMP	H	anciens	loi	attente	1
2008-01-15	UMP	H	anciens	loi	discute	1
2008-01-16	NC	H	anciens	loi constitutionnelle	discute	1
2008-01-17	SRC	F	anciens	loi	attente	1
2008-01-17	SRC	H	anciens	loi constitutionnelle	attente	1
2008-01-17	UMP	H	anciens	loi	attente	1
2008-01-21	UMP	H	anciens	résolution européenne	attente	1
2008-01-22	UMP	H	anciens	loi constitutionnelle	attente	1
2008-01-23	SRC	H	anciens	loi	attente	1
2008-01-23	SRC	H	anciens	loi	discute	1
2008-01-24	NC	H	anciens	loi	attente	1
2008-01-24	SRC	F	anciens	création d'une commission d'enquête	attente	1
2008-01-24	UMP	H	anciens	loi	attente	1
2008-01-24	UMP	H	anciens	loi	discute	1
2008-01-25	GDR	F	anciens	création d'une commission d'enquête	attente	1
2008-01-25	UMP	H	anciens	loi	attente	1
2008-01-28	GDR	F	anciens	loi	attente	1
2008-01-28	GDR	H	anciens	loi	attente	1
2008-01-28	UMP	H	anciens	loi	attente	2
2008-01-29	UMP	H	anciens	loi	attente	2
2008-01-30	UMP	H	anciens	loi	attente	2
2008-01-30	UMP	H	anciens	loi	discute	1
2008-02-01	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-02-01	UMP	H	anciens	loi	attente	1
2008-02-04	NI	H	anciens	loi	attente	1
2008-02-04	UMP	H	anciens	loi	attente	1
2008-02-04	UMP	H	anciens	loi constitutionnelle	attente	1
2008-02-06	UMP	H	anciens	loi	attente	10
2008-02-07	UMP	F	anciens	loi	attente	1
2008-02-07	UMP	H	anciens	loi	attente	4
2008-02-07	UMP	H	anciens	loi organique	attente	1
2008-02-08	NC	H	anciens	création d'une commission d'enquête	attente	1
2008-02-08	SRC	H	anciens	loi	attente	1
2008-02-08	UMP	H	anciens	loi	attente	1
2008-02-11	UMP	F	anciens	loi	attente	1
2008-02-11	UMP	H	anciens	loi	attente	2
2008-02-12	GDR	H	anciens	loi constitutionnelle	attente	1
2008-02-14	NULL	H	anciens	loi	attente	3
2008-02-14	NC	H	anciens	loi	attente	1
2008-02-14	NI	H	anciens	loi	attente	1
2008-02-14	UMP	H	anciens	loi	attente	1
2008-02-18	UMP	H	anciens	loi	attente	1
2008-02-19	SRC	H	anciens	loi	attente	2
2008-02-20	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-02-20	GDR	H	anciens	loi	attente	1
2008-02-20	SRC	H	anciens	création d'une commission d'enquête	attente	1
2008-02-20	SRC	H	anciens	loi	attente	1
2008-02-20	SRC	H	anciens	loi constitutionnelle	attente	1
2008-02-20	UMP	F	anciens	loi	attente	2
2008-02-20	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-02-21	NULL	H	anciens	loi constitutionnelle	attente	1
2008-02-22	SRC	H	anciens	loi	attente	1
2008-02-26	UMP	H	anciens	loi	attente	3
2008-02-26	UMP	H	anciens	loi	discute	1
2008-02-27	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-02-27	UMP	H	anciens	loi	attente	7
2008-02-28	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-02-28	UMP	H	anciens	loi	attente	7
2008-02-29	UMP	H	anciens	loi	attente	1
2008-03-03	NI	H	anciens	création d'une commission d'enquête	attente	1
2008-03-03	UMP	H	anciens	loi	attente	4
2008-03-03	UMP	H	anciens	loi organique	attente	1
2008-03-04	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-03-06	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-03-06	UMP	H	anciens	loi	attente	1
2008-03-06	UMP	H	anciens	loi organique	attente	1
2008-03-07	UMP	H	anciens	loi	attente	5
2008-03-10	UMP	H	anciens	loi	attente	2
2008-03-12	NC	H	anciens	création d'une commission d'enquête	attente	1
2008-03-13	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-03-14	UMP	H	anciens	loi	attente	1
2008-03-19	UMP	H	anciens	loi	attente	2
2008-03-20	UMP	H	anciens	loi	attente	1
2008-03-21	UMP	H	anciens	loi	attente	1
2008-03-25	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-03-25	SRC	H	anciens	loi	discute	1
2008-03-25	UMP	H	anciens	loi	attente	2
2008-03-27	NULL	H	anciens	loi	attente	1
2008-03-27	UMP	F	anciens	loi	attente	2
2008-03-27	UMP	H	anciens	loi	attente	1
2008-04-01	NC	H	anciens	loi constitutionnelle	attente	1
2008-04-02	NI	H	anciens	loi	attente	1
2008-04-02	UMP	H	anciens	loi	attente	1
2008-04-03	GDR	F	anciens	loi	attente	1
2008-04-03	UMP	F	anciens	loi	attente	1
2008-04-03	UMP	H	anciens	loi	attente	2
2008-04-07	NULL	H	anciens	loi	attente	1
2008-04-08	UMP	F	anciens	loi	discute	1
2008-04-09	UMP	H	anciens	loi	attente	5
2008-04-10	UMP	H	anciens	loi	attente	1
2008-04-14	UMP	H	anciens	loi	attente	1
2008-04-15	GDR	H	anciens	loi	attente	1
2008-04-17	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-04-17	SRC	F	anciens	loi	attente	1
2008-04-17	SRC	H	anciens	loi	attente	1
2008-04-17	UMP	H	anciens	loi	attente	1
2008-04-17	UMP	H	anciens	règlement de l'Assemblée nationale	attente	1
2008-04-18	SRC	F	anciens	loi	attente	1
2008-04-18	UMP	H	anciens	loi	attente	3
2008-04-21	UMP	H	anciens	loi	attente	1
2008-04-24	UMP	H	anciens	loi	attente	2
2008-04-24	UMP	H	anciens	loi	discute	1
2008-04-25	UMP	H	anciens	loi constitutionnelle	attente	1
2008-04-29	SRC	F	anciens	loi	attente	1
2008-04-30	SRC	H	anciens	loi	attente	1
2008-05-06	GDR	F	anciens	création d'une commission d'enquête	attente	1
2008-05-06	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-05-06	NC	H	anciens	loi	attente	1
2008-05-06	NI	H	anciens	création d'une commission d'enquête	attente	1
2008-05-06	UMP	F	anciens	loi	attente	1
2008-05-06	UMP	H	anciens	loi	attente	1
2008-05-06	UMP	H	anciens	loi organique	attente	1
2008-05-07	UMP	H	anciens	loi	attente	4
2008-05-07	UMP	H	anciens	loi constitutionnelle	attente	1
2008-05-09	UMP	H	anciens	loi	attente	2
2008-05-13	SRC	H	anciens	loi	discute	2
2008-05-13	UMP	H	anciens	loi	attente	4
2008-05-13	UMP	H	anciens	loi constitutionnelle	attente	1
2008-05-16	UMP	H	anciens	loi	attente	2
2008-05-16	UMP	H	anciens	résolution européenne	attente	1
2008-05-19	UMP	H	anciens	loi	attente	2
2008-05-20	NC	H	anciens	loi	attente	1
2008-05-20	UMP	H	anciens	loi	attente	3
2008-05-21	UMP	H	anciens	loi	attente	2
2008-05-22	NC	H	anciens	loi	attente	1
2008-05-22	UMP	H	anciens	loi	attente	1
2008-05-23	UMP	F	anciens	loi	attente	1
2008-05-26	UMP	F	anciens	loi	attente	1
2008-05-28	UMP	H	anciens	loi	attente	1
2008-05-29	UMP	H	anciens	loi	attente	1
2008-06-04	UMP	H	anciens	loi	attente	4
2008-06-06	UMP	H	anciens	loi	attente	2
2008-06-06	UMP	H	anciens	résolution européenne	attente	1
2008-06-09	UMP	F	anciens	loi	attente	1
2008-06-09	UMP	H	anciens	loi	attente	1
2008-06-09	UMP	H	anciens	loi organique	attente	1
2008-06-10	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-06-11	SRC	H	anciens	loi	attente	1
2008-06-11	UMP	H	anciens	loi	attente	2
2008-06-12	SRC	H	anciens	création d'une commission d'enquête	attente	1
2008-06-13	SRC	F	anciens	loi	attente	1
2008-06-13	UMP	H	anciens	loi	attente	1
2008-06-16	UMP	H	anciens	loi	attente	1
2008-06-17	UMP	H	anciens	loi	attente	1
2008-06-19	UMP	H	anciens	loi	attente	3
2008-06-19	UMP	H	anciens	résolution européenne	attente	1
2008-06-20	NI	H	anciens	résolution européenne	attente	1
2008-06-23	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-06-24	UMP	H	anciens	loi	attente	1
2008-06-25	UMP	H	anciens	loi	attente	2
2008-06-26	GDR	H	anciens	loi	attente	1
2008-06-26	NC	H	anciens	loi	attente	1
2008-06-27	UMP	H	anciens	loi	attente	3
2008-06-30	UMP	F	anciens	loi	attente	1
2008-06-30	UMP	H	anciens	loi	attente	2
2008-07-01	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-07-01	NC	H	anciens	loi	attente	1
2008-07-01	UMP	H	anciens	loi	attente	2
2008-07-01	UMP	H	anciens	loi organique	attente	1
2008-07-02	UMP	H	anciens	loi	attente	4
2008-07-03	NC	H	anciens	loi	attente	1
2008-07-03	UMP	F	anciens	loi	attente	1
2008-07-03	UMP	H	anciens	loi	attente	3
2008-07-07	GDR	H	anciens	loi organique	attente	1
2008-07-07	NI	H	anciens	création d'une commission d'enquête	attente	1
2008-07-09	UMP	F	anciens	loi	attente	1
2008-07-11	UMP	H	anciens	loi	attente	1
2008-07-11	UMP	H	anciens	résolution européenne	attente	1
2008-07-15	SRC	H	anciens	loi	attente	1
2008-07-15	UMP	H	anciens	loi	attente	1
2008-07-16	SRC	H	anciens	loi	attente	1
2008-07-17	NC	H	anciens	loi	attente	1
2008-07-18	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-07-18	UMP	H	anciens	loi	attente	1
2008-07-21	UMP	H	anciens	loi	attente	3
2008-07-22	UMP	H	anciens	loi	attente	2
2008-07-23	NC	H	anciens	loi	attente	1
2008-07-23	UMP	H	anciens	loi	attente	1
2008-07-24	NULL	H	anciens	loi	attente	1
2008-07-24	UMP	F	anciens	loi	attente	1
2008-07-28	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-07-28	UMP	H	anciens	loi	attente	1
2008-07-29	UMP	H	anciens	loi	attente	5
2008-08-01	SRC	H	anciens	création d'une commission d'enquête	attente	1
2008-08-04	SRC	H	anciens	loi	attente	1
2008-08-04	UMP	F	anciens	loi	attente	1
2008-08-05	UMP	H	anciens	loi	discute	1
2008-08-06	UMP	H	anciens	loi	attente	2
2008-08-07	UMP	H	anciens	loi	attente	1
2008-08-11	UMP	F	anciens	loi	attente	1
2008-08-29	UMP	H	anciens	loi	attente	1
2008-09-02	NI	H	anciens	création d'une commission d'enquête	attente	1
2008-09-08	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-09-18	UMP	H	anciens	loi	attente	1
2008-09-19	UMP	H	anciens	loi	attente	1
2008-09-22	UMP	H	anciens	loi	attente	1
2008-09-23	UMP	H	anciens	loi	attente	2
2008-09-24	UMP	H	anciens	loi	attente	2
2008-09-25	UMP	F	anciens	loi	attente	1
2008-09-26	UMP	H	anciens	loi	attente	2
2008-09-30	UMP	H	anciens	loi	attente	1
2008-10-14	UMP	F	anciens	loi	attente	2
2008-10-14	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-10-14	UMP	H	anciens	loi	attente	1
2008-10-15	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-10-15	GDR	H	anciens	loi	attente	1
2008-10-15	UMP	H	anciens	loi	attente	2
2008-10-16	NC	H	anciens	loi	attente	1
2008-10-16	UMP	H	anciens	loi	attente	1
2008-10-17	UMP	H	anciens	création d'une commission d'enquête	attente	1
2008-10-17	UMP	H	anciens	loi	attente	1
2008-10-21	UMP	F	anciens	loi	attente	1
2008-10-21	UMP	H	anciens	loi	attente	2
2008-10-24	UMP	H	anciens	loi	attente	1
2008-10-27	NC	H	anciens	loi organique	attente	1
2008-10-27	UMP	F	anciens	loi	attente	1
2008-10-28	UMP	H	anciens	loi	attente	4
2008-10-29	SRC	H	anciens	loi	attente	2
2008-10-30	SRC	H	anciens	loi	attente	1
2008-10-31	GDR	H	anciens	loi	attente	3
2008-10-31	UMP	H	anciens	loi	attente	2
2008-11-03	UMP	H	anciens	loi	attente	2
2008-11-07	UMP	H	anciens	loi	attente	1
2008-11-13	NULL	H	anciens	loi	attente	1
2008-11-13	GDR	F	anciens	loi	attente	1
2008-11-13	SRC	F	anciens	création d'une commission d'enquête	attente	1
2008-11-13	UMP	F	anciens	loi	attente	2
2008-11-13	UMP	H	anciens	loi	attente	1
2008-11-14	SRC	H	anciens	loi	attente	1
2008-11-14	UMP	F	anciens	loi	attente	2
2008-11-14	UMP	H	anciens	loi	attente	1
2008-11-17	UMP	H	anciens	loi	attente	2
2008-11-18	SRC	F	anciens	loi	discute	1
2008-11-19	UMP	H	anciens	loi	discute	1
2008-11-20	UMP	H	anciens	loi	attente	3
2008-11-21	UMP	H	anciens	résolution européenne	attente	2
2008-11-24	GDR	H	anciens	création d'une commission d'enquête	attente	1
2008-11-24	UMP	H	anciens	loi	attente	1
2008-11-24	UMP	H	anciens	loi	discute	1
2008-11-26	SRC	H	anciens	loi	attente	2
2008-11-28	UMP	F	anciens	loi	attente	1
2008-12-01	GDR	H	anciens	loi	attente	1
2008-12-01	UMP	F	anciens	loi	attente	1
2008-12-03	UMP	H	anciens	loi	attente	1
2008-12-04	UMP	F	anciens	loi	discute	1
2008-12-05	UMP	H	anciens	loi	attente	1
2008-12-08	NC	H	anciens	loi	attente	1
2008-12-08	NI	H	anciens	résolution européenne	attente	1
2008-12-08	UMP	H	anciens	loi	attente	1
2008-12-09	UMP	H	anciens	loi	attente	1
2008-12-10	GDR	H	anciens	loi	attente	1
2008-12-10	GDR	H	anciens	résolution européenne	attente	1
2008-12-11	UMP	H	anciens	loi	attente	1
2008-12-12	NI	H	anciens	loi	attente	1
2008-12-12	UMP	H	anciens	loi	attente	3
2008-12-12	UMP	H	anciens	résolution européenne	attente	1
2008-12-15	SRC	H	anciens	création d'une commission d'enquête	attente	1
2008-12-15	SRC	H	anciens	loi	attente	1
2008-12-15	UMP	H	anciens	loi	attente	1
2008-12-16	SRC	F	anciens	loi	discute	1
2008-12-17	UMP	F	anciens	création d'une commission d'enquête	attente	1
2008-12-17	UMP	H	anciens	loi	attente	9
2008-12-18	NI	H	anciens	loi	attente	2
2008-12-18	UMP	H	anciens	loi	attente	2
2008-12-18	UMP	H	anciens	loi	discute	1
2008-12-19	GDR	H	anciens	loi	attente	1
2008-12-19	UMP	H	anciens	loi	attente	2
2008-12-22	GDR	H	anciens	loi	attente	1
2009-01-08	UMP	H	anciens	loi	attente	1
2009-01-09	GDR	H	anciens	loi	discute	1
2009-01-09	NC	H	anciens	loi	attente	1
2009-01-09	UMP	H	anciens	loi	attente	2
2009-01-12	NC	H	anciens	loi	discute	1
2009-01-12	SRC	F	anciens	loi	attente	1
2009-01-12	UMP	H	anciens	loi	attente	1
2009-01-14	GDR	H	anciens	loi	attente	1
2009-01-14	UMP	H	anciens	loi	attente	1
2009-01-15	UMP	H	anciens	loi	attente	1
2009-01-19	GDR	H	anciens	création d'une commission d'enquête	attente	1
2009-01-19	GDR	H	anciens	loi	attente	1
2009-01-19	SRC	H	anciens	loi	attente	1
2009-01-19	UMP	H	anciens	loi	attente	2
2009-01-20	GDR	H	anciens	loi	attente	1
2009-01-21	UMP	F	anciens	loi	attente	1
2009-01-21	UMP	H	anciens	loi	attente	1
2009-01-22	UMP	F	anciens	loi	attente	1
2009-01-23	UMP	F	anciens	loi	attente	3
2009-01-26	UMP	H	anciens	loi	attente	2
2009-01-27	UMP	H	anciens	loi	attente	1
2009-01-28	UMP	H	anciens	création d'une commission d'enquête	attente	1
2009-01-29	UMP	H	anciens	loi	attente	1
2009-01-30	UMP	H	anciens	loi	attente	1
2009-02-03	UMP	H	anciens	loi	attente	1
2009-02-05	UMP	H	anciens	loi	attente	6
2009-02-09	UMP	H	anciens	loi	attente	2
2009-02-10	UMP	H	anciens	loi	discute	1
2009-02-11	UMP	H	anciens	loi	attente	1
2009-02-11	UMP	H	anciens	résolution européenne	attente	1
2009-02-12	SRC	H	anciens	loi	attente	1
2009-02-12	UMP	H	anciens	loi	attente	1
2009-02-16	NC	H	anciens	loi	attente	1
2009-02-18	SRC	H	anciens	loi	attente	1
2009-02-18	UMP	H	anciens	loi	attente	2
2009-02-19	UMP	H	anciens	loi	attente	4
2009-02-20	GDR	H	anciens	création d'une commission d'enquête	attente	1
2009-02-20	UMP	F	anciens	loi	attente	1
2009-02-20	UMP	H	anciens	création d'une commission d'enquête	attente	1
2009-02-23	GDR	H	anciens	loi	attente	1
2009-02-23	UMP	F	anciens	loi	attente	1
2009-02-23	UMP	H	anciens	loi	attente	2
2009-02-24	UMP	H	anciens	loi	attente	1
2009-03-02	NI	H	anciens	création d'une commission d'enquête	attente	1
2009-03-02	NI	H	anciens	loi	attente	1
2009-03-04	NI	H	anciens	loi	attente	1
2009-03-05	SRC	F	anciens	loi	discute	1
2009-03-09	UMP	H	anciens	résolution européenne	attente	1
2009-03-11	GDR	F	anciens	loi	attente	1
2009-03-11	UMP	H	anciens	loi	attente	1
2009-03-12	GDR	H	anciens	création d'une commission d'enquête	attente	1
2009-03-12	GDR	H	anciens	loi	attente	1
2009-03-12	UMP	H	anciens	loi	attente	1
2009-03-13	SRC	H	anciens	loi	attente	1
2009-03-13	UMP	H	anciens	résolution européenne	attente	1
2009-03-17	UMP	H	anciens	loi	attente	2
2009-03-18	GDR	H	anciens	création d'une commission d'enquête	attente	1
2009-03-18	GDR	H	anciens	loi	attente	1
2009-03-18	UMP	H	anciens	loi	attente	1
2009-03-19	GDR	H	anciens	loi	attente	1
2009-03-19	UMP	F	anciens	loi	attente	1
2009-03-20	GDR	H	anciens	loi	attente	1
2009-03-24	NULL	H	anciens	loi	attente	1
2009-03-24	UMP	H	anciens	loi	attente	2
2009-03-24	UMP	H	anciens	loi	discute	1
2009-03-24	UMP	H	anciens	règlement de l'Assemblée nationale	discute	1
2009-03-27	NULL	H	anciens	création d'une commission d'enquête	attente	1
2009-03-27	GDR	H	anciens	loi organique	attente	1
2009-03-27	UMP	F	anciens	loi	attente	1
2009-03-27	UMP	H	anciens	loi	attente	2
2009-03-31	SRC	H	anciens	loi	discute	1
2009-04-01	NI	H	anciens	loi	attente	1
2009-04-01	SRC	H	anciens	loi	discute	2
2009-04-01	UMP	H	anciens	loi	attente	1
2009-04-02	NC	H	anciens	loi	attente	1
2009-04-02	UMP	F	anciens	loi	discute	1
2009-04-02	UMP	H	anciens	loi	attente	1
2009-04-03	UMP	F	anciens	résolution européenne	attente	1
2009-04-03	UMP	H	anciens	loi organique	attente	1
2009-04-06	UMP	H	anciens	résolution européenne	attente	1
2009-04-07	NI	H	anciens	loi	attente	1
2009-04-08	UMP	H	anciens	loi	attente	1
2009-04-09	UMP	H	anciens	loi	attente	1
2009-04-10	NI	F	anciens	loi	attente	1
2009-04-15	GDR	F	anciens	loi	attente	1
2009-04-15	GDR	H	anciens	loi	attente	4
2009-04-15	NC	H	anciens	loi	attente	2
2009-04-15	SRC	F	anciens	loi	attente	1
2009-04-15	SRC	H	anciens	loi organique	attente	1
2009-04-15	UMP	F	anciens	loi	attente	1
2009-04-15	UMP	H	anciens	loi	attente	1
2009-04-15	UMP	H	anciens	loi	discute	1
2009-04-16	GDR	F	anciens	création d'une commission d'enquête	attente	1
2009-04-16	GDR	H	anciens	création d'une commission d'enquête	attente	1
2009-04-16	UMP	F	anciens	loi	attente	1
2009-04-16	UMP	F	anciens	loi organique	attente	1
2009-04-16	UMP	H	anciens	loi	attente	3
2009-04-17	SRC	F	anciens	loi	attente	1
2009-04-20	GDR	H	anciens	loi	attente	1
2009-04-20	NC	H	anciens	loi	attente	1
2009-04-20	SRC	H	anciens	loi	attente	1
2009-04-22	GDR	F	anciens	loi	discute	1
2009-04-22	GDR	H	anciens	loi	discute	1
2009-04-23	GDR	H	anciens	résolution européenne	discute	1
2009-04-23	UMP	H	anciens	loi	attente	1
2009-04-24	GDR	F	anciens	création d'une commission d'enquête	attente	1
2009-04-29	UMP	H	anciens	loi	attente	2
2009-04-30	NI	H	anciens	loi	attente	1
2009-04-30	NI	H	anciens	loi	discute	1
2009-04-30	UMP	H	anciens	loi	attente	1
2009-05-04	NC	H	anciens	loi	attente	1
2009-05-04	NC	H	anciens	loi organique	attente	1
2009-05-04	SRC	F	anciens	loi	attente	1
2009-05-04	SRC	H	anciens	loi	attente	1
2009-05-04	SRC	H	anciens	loi organique	attente	1
2009-05-04	UMP	H	anciens	création d'une commission d'enquête	attente	1
2009-05-04	UMP	H	anciens	loi	attente	2
2009-05-04	UMP	H	anciens	loi organique	attente	1
2009-05-07	UMP	H	anciens	loi	attente	1
2009-05-11	NULL	H	anciens	loi	attente	1
2009-05-11	GDR	H	anciens	loi	attente	1
2009-05-11	NC	H	anciens	loi	attente	2
2009-05-11	UMP	H	anciens	loi	attente	6
2009-05-11	UMP	H	anciens	loi	discute	1
2009-05-11	UMP	H	anciens	résolution européenne	attente	1
