date	groupes	genre	renouveau	debats	interventions	total
2012-07-04	NI	H	anciens	hemicycle	invectives	133
2012-07-04	NI	H	anciens	hemicycle	longues	1126
2012-07-04	NI	H	nouveaux	commissions	longues	21
2012-07-04	NI	H	nouveaux	hemicycle	invectives	4
2012-07-04	RRDP	F	anciens	commissions	invectives	18
2012-07-04	RRDP	F	anciens	commissions	longues	102
2012-07-04	RRDP	H	nouveaux	hemicycle	invectives	37
2012-07-04	RRDP	H	nouveaux	hemicycle	longues	1530
2012-07-04	SRC	F	anciens	commissions	invectives	6
2012-07-04	SRC	F	anciens	commissions	longues	502
2012-07-04	SRC	F	anciens	commissions	presidence	2005
2012-07-04	SRC	F	anciens	hemicycle	invectives	41
2012-07-04	SRC	F	anciens	hemicycle	longues	4276
2012-07-04	SRC	F	anciens	hemicycle	presidence	1071
2012-07-04	SRC	F	nouveaux	commissions	invectives	9
2012-07-04	SRC	F	nouveaux	commissions	longues	486
2012-07-04	SRC	F	nouveaux	hemicycle	invectives	4
2012-07-04	SRC	H	anciens	commissions	invectives	20
2012-07-04	SRC	H	anciens	commissions	longues	4338
2012-07-04	SRC	H	anciens	commissions	presidence	3299
2012-07-04	SRC	H	anciens	hemicycle	invectives	133
2012-07-04	SRC	H	anciens	hemicycle	longues	2623
2012-07-04	SRC	H	nouveaux	commissions	longues	638
2012-07-04	SRC	H	nouveaux	hemicycle	invectives	106
2012-07-04	UDI	H	anciens	commissions	longues	1345
2012-07-04	UDI	H	anciens	hemicycle	invectives	103
2012-07-04	UDI	H	anciens	hemicycle	longues	1592
2012-07-04	UMP	F	anciens	commissions	invectives	19
2012-07-04	UMP	F	anciens	commissions	longues	987
2012-07-04	UMP	F	anciens	hemicycle	invectives	36
2012-07-04	UMP	F	anciens	hemicycle	longues	274
2012-07-04	UMP	F	nouveaux	commissions	longues	96
2012-07-04	UMP	F	nouveaux	hemicycle	invectives	27
2012-07-04	UMP	H	anciens	commissions	invectives	61
2012-07-04	UMP	H	anciens	commissions	longues	7994
2012-07-04	UMP	H	anciens	commissions	presidence	1624
2012-07-04	UMP	H	anciens	hemicycle	invectives	690
2012-07-04	UMP	H	anciens	hemicycle	longues	9407
2012-07-04	UMP	H	nouveaux	hemicycle	invectives	30
2012-07-05	ECOLO	H	nouveaux	commissions	invectives	4
2012-07-05	ECOLO	H	nouveaux	commissions	longues	993
2012-07-05	RRDP	H	nouveaux	commissions	longues	390
2012-07-05	SRC	F	anciens	commissions	longues	915
2012-07-05	SRC	F	anciens	commissions	presidence	459
2012-07-05	SRC	F	nouveaux	commissions	invectives	5
2012-07-05	SRC	F	nouveaux	commissions	longues	756
2012-07-05	SRC	H	anciens	commissions	invectives	62
2012-07-05	SRC	H	anciens	commissions	longues	5656
2012-07-05	SRC	H	anciens	commissions	presidence	1320
2012-07-05	SRC	H	nouveaux	commissions	invectives	13
2012-07-05	SRC	H	nouveaux	commissions	longues	1281
2012-07-05	UDI	H	anciens	commissions	longues	201
2012-07-05	UMP	F	anciens	commissions	invectives	26
2012-07-05	UMP	F	anciens	commissions	longues	128
2012-07-05	UMP	H	anciens	commissions	invectives	73
2012-07-05	UMP	H	anciens	commissions	longues	3782
2012-07-05	UMP	H	anciens	commissions	presidence	1259
2012-07-05	UMP	H	nouveaux	commissions	longues	48
2012-07-10	ECOLO	F	nouveaux	commissions	presidence	922
2012-07-10	ECOLO	F	nouveaux	hemicycle	longues	1767
2012-07-10	ECOLO	H	anciens	hemicycle	longues	446
2012-07-10	ECOLO	H	nouveaux	commissions	longues	174
2012-07-10	ECOLO	H	nouveaux	hemicycle	longues	1760
2012-07-10	GDR	H	anciens	commissions	longues	68
2012-07-10	GDR	H	anciens	hemicycle	invectives	31
2012-07-10	GDR	H	nouveaux	hemicycle	invectives	9
2012-07-10	GDR	H	nouveaux	hemicycle	longues	3180
2012-07-10	NI	H	nouveaux	hemicycle	longues	849
2012-07-10	RRDP	H	nouveaux	hemicycle	invectives	5
2012-07-10	RRDP	H	nouveaux	hemicycle	longues	3232
2012-07-10	SRC	F	anciens	commissions	longues	149
2012-07-10	SRC	F	anciens	commissions	presidence	1713
2012-07-10	SRC	F	anciens	hemicycle	invectives	14
2012-07-10	SRC	F	anciens	hemicycle	longues	1949
2012-07-10	SRC	F	anciens	hemicycle	presidence	445
2012-07-10	SRC	F	nouveaux	commissions	longues	158
2012-07-10	SRC	F	nouveaux	hemicycle	longues	989
2012-07-10	SRC	H	anciens	commissions	invectives	30
2012-07-10	SRC	H	anciens	commissions	longues	1820
2012-07-10	SRC	H	anciens	hemicycle	invectives	698
2012-07-10	SRC	H	anciens	hemicycle	longues	8549
2012-07-10	SRC	H	anciens	hemicycle	presidence	793
2012-07-10	SRC	H	nouveaux	commissions	longues	267
2012-07-10	SRC	H	nouveaux	hemicycle	invectives	298
2012-07-10	SRC	H	nouveaux	hemicycle	longues	1758
2012-07-10	UDI	H	anciens	commissions	longues	126
2012-07-10	UDI	H	anciens	hemicycle	invectives	22
2012-07-10	UDI	H	anciens	hemicycle	longues	4691
2012-07-10	UMP	F	anciens	commissions	longues	217
2012-07-10	UMP	F	anciens	hemicycle	invectives	89
2012-07-10	UMP	F	anciens	hemicycle	longues	881
2012-07-10	UMP	H	anciens	commissions	invectives	69
2012-07-10	UMP	H	anciens	commissions	longues	2599
2012-07-10	UMP	H	anciens	commissions	presidence	556
2012-07-10	UMP	H	anciens	hemicycle	invectives	596
2012-07-10	UMP	H	anciens	hemicycle	longues	14843
2012-07-10	UMP	H	nouveaux	commissions	longues	25
2012-07-10	UMP	H	nouveaux	hemicycle	invectives	52
2012-07-11	ECOLO	F	nouveaux	commissions	longues	693
2012-07-11	ECOLO	F	nouveaux	commissions	presidence	1163
2012-07-11	ECOLO	H	nouveaux	commissions	longues	1182
2012-07-11	ECOLO	H	nouveaux	hemicycle	longues	390
2012-07-11	GDR	F	anciens	commissions	longues	1614
2012-07-11	GDR	F	anciens	hemicycle	longues	362
2012-07-11	GDR	H	anciens	commissions	longues	1190
2012-07-11	GDR	H	nouveaux	commissions	longues	417
2012-07-11	NI	H	anciens	commissions	invectives	12
2012-07-11	RRDP	H	anciens	commissions	longues	111
2012-07-11	RRDP	H	nouveaux	commissions	longues	1169
2012-07-11	RRDP	H	nouveaux	hemicycle	longues	315
2012-07-11	SRC	F	anciens	commissions	invectives	30
2012-07-11	SRC	F	anciens	commissions	longues	6612
2012-07-11	SRC	F	anciens	commissions	presidence	1448
2012-07-11	SRC	F	anciens	hemicycle	invectives	5
2012-07-11	SRC	F	nouveaux	commissions	longues	1865
2012-07-11	SRC	F	nouveaux	hemicycle	longues	350
2012-07-11	SRC	H	anciens	commissions	invectives	335
2012-07-11	SRC	H	anciens	commissions	longues	14312
2012-07-11	SRC	H	anciens	commissions	presidence	6386
2012-07-11	SRC	H	anciens	hemicycle	invectives	16
2012-07-11	SRC	H	anciens	hemicycle	longues	584
2012-07-11	SRC	H	anciens	hemicycle	presidence	655
2012-07-11	SRC	H	nouveaux	commissions	invectives	24
2012-07-11	SRC	H	nouveaux	commissions	longues	8302
2012-07-11	SRC	H	nouveaux	hemicycle	invectives	10
2012-07-11	SRC	H	nouveaux	hemicycle	longues	586
2012-07-11	UDI	H	anciens	commissions	invectives	270
2012-07-11	UDI	H	anciens	commissions	longues	6097
2012-07-11	UDI	H	anciens	hemicycle	invectives	10
2012-07-11	UDI	H	anciens	hemicycle	longues	417
2012-07-11	UMP	F	anciens	commissions	invectives	38
2012-07-11	UMP	F	anciens	commissions	longues	2973
2012-07-11	UMP	F	anciens	hemicycle	invectives	23
2012-07-11	UMP	F	anciens	hemicycle	longues	281
2012-07-11	UMP	F	nouveaux	commissions	longues	911
2012-07-11	UMP	H	anciens	commissions	invectives	290
2012-07-11	UMP	H	anciens	commissions	longues	16428
2012-07-11	UMP	H	anciens	commissions	presidence	3238
2012-07-11	UMP	H	anciens	hemicycle	invectives	97
2012-07-11	UMP	H	anciens	hemicycle	longues	1102
2012-07-11	UMP	H	nouveaux	commissions	longues	1156
2012-07-11	UMP	H	nouveaux	hemicycle	invectives	16
2012-07-11	UMP	H	nouveaux	hemicycle	longues	673
2012-07-12	GDR	H	anciens	commissions	longues	323
2012-07-12	SRC	F	anciens	commissions	longues	1216
2012-07-12	SRC	F	nouveaux	commissions	longues	694
2012-07-12	SRC	H	anciens	commissions	invectives	5
2012-07-12	SRC	H	anciens	commissions	longues	696
2012-07-12	SRC	H	anciens	commissions	presidence	1516
2012-07-12	SRC	H	nouveaux	commissions	longues	495
2012-07-12	UMP	H	anciens	commissions	invectives	27
2012-07-12	UMP	H	anciens	commissions	longues	2048
2012-07-12	UMP	H	nouveaux	commissions	longues	93
2012-07-16	ECOLO	F	nouveaux	hemicycle	longues	846
2012-07-16	ECOLO	H	anciens	hemicycle	invectives	3
2012-07-16	ECOLO	H	nouveaux	hemicycle	longues	2172
2012-07-16	ECOLO	H	nouveaux	hemicycle	presidence	611
2012-07-16	GDR	H	nouveaux	hemicycle	invectives	17
2012-07-16	GDR	H	nouveaux	hemicycle	longues	3310
2012-07-16	NI	H	anciens	hemicycle	longues	691
2012-07-16	RRDP	F	anciens	hemicycle	invectives	9
2012-07-16	RRDP	F	anciens	hemicycle	longues	2913
2012-07-16	SRC	F	anciens	hemicycle	invectives	205
2012-07-16	SRC	F	anciens	hemicycle	longues	2999
2012-07-16	SRC	F	anciens	hemicycle	presidence	541
2012-07-16	SRC	F	nouveaux	commissions	longues	111
2012-07-16	SRC	F	nouveaux	hemicycle	invectives	7
2012-07-16	SRC	F	nouveaux	hemicycle	longues	852
2012-07-16	SRC	H	anciens	commissions	invectives	14
2012-07-16	SRC	H	anciens	commissions	longues	560
2012-07-16	SRC	H	anciens	hemicycle	invectives	753
2012-07-16	SRC	H	anciens	hemicycle	longues	8813
2012-07-16	SRC	H	anciens	hemicycle	presidence	129
2012-07-16	SRC	H	nouveaux	hemicycle	invectives	200
2012-07-16	SRC	H	nouveaux	hemicycle	longues	6793
2012-07-16	UDI	H	anciens	commissions	longues	105
2012-07-16	UDI	H	anciens	hemicycle	invectives	186
2012-07-16	UDI	H	anciens	hemicycle	longues	4455
2012-07-16	UMP	F	anciens	commissions	longues	36
2012-07-16	UMP	F	anciens	hemicycle	invectives	117
2012-07-16	UMP	F	anciens	hemicycle	longues	1775
2012-07-16	UMP	H	anciens	commissions	longues	354
2012-07-16	UMP	H	anciens	commissions	presidence	76
2012-07-16	UMP	H	anciens	hemicycle	invectives	1221
2012-07-16	UMP	H	anciens	hemicycle	longues	19480
2012-07-16	UMP	H	nouveaux	hemicycle	invectives	228
2012-07-17	ECOLO	F	nouveaux	commissions	longues	747
2012-07-17	ECOLO	F	nouveaux	hemicycle	longues	929
2012-07-17	ECOLO	H	anciens	hemicycle	invectives	4
2012-07-17	ECOLO	H	anciens	hemicycle	longues	1228
2012-07-17	ECOLO	H	nouveaux	commissions	longues	238
2012-07-17	ECOLO	H	nouveaux	hemicycle	invectives	30
2012-07-17	ECOLO	H	nouveaux	hemicycle	longues	2206
2012-07-17	GDR	H	anciens	commissions	longues	192
2012-07-17	GDR	H	anciens	hemicycle	longues	219
2012-07-17	GDR	H	nouveaux	hemicycle	invectives	40
2012-07-17	GDR	H	nouveaux	hemicycle	longues	1295
2012-07-17	NI	H	anciens	commissions	longues	181
2012-07-17	NI	H	nouveaux	commissions	invectives	32
2012-07-17	NI	H	nouveaux	commissions	longues	564
2012-07-17	RRDP	H	anciens	commissions	longues	187
2012-07-17	RRDP	H	nouveaux	commissions	longues	1098
2012-07-17	RRDP	H	nouveaux	hemicycle	longues	270
2012-07-17	SRC	F	anciens	commissions	invectives	14
2012-07-17	SRC	F	anciens	commissions	longues	3308
2012-07-17	SRC	F	anciens	commissions	presidence	3242
2012-07-17	SRC	F	anciens	hemicycle	invectives	66
2012-07-17	SRC	F	anciens	hemicycle	longues	927
2012-07-17	SRC	F	nouveaux	commissions	invectives	35
2012-07-17	SRC	F	nouveaux	commissions	longues	5842
2012-07-17	SRC	F	nouveaux	hemicycle	invectives	26
2012-07-17	SRC	F	nouveaux	hemicycle	longues	508
2012-07-17	SRC	H	anciens	commissions	invectives	35
2012-07-17	SRC	H	anciens	commissions	longues	6871
2012-07-17	SRC	H	anciens	commissions	presidence	1963
2012-07-17	SRC	H	anciens	hemicycle	invectives	838
2012-07-17	SRC	H	anciens	hemicycle	longues	10334
2012-07-17	SRC	H	anciens	hemicycle	presidence	2453
2012-07-17	SRC	H	nouveaux	commissions	invectives	7
2012-07-17	SRC	H	nouveaux	commissions	longues	2003
2012-07-17	SRC	H	nouveaux	hemicycle	invectives	84
2012-07-17	SRC	H	nouveaux	hemicycle	longues	2455
2012-07-17	UDI	H	anciens	commissions	longues	1751
2012-07-17	UDI	H	anciens	hemicycle	invectives	401
2012-07-17	UDI	H	anciens	hemicycle	longues	8223
2012-07-17	UDI	H	nouveaux	commissions	longues	131
2012-07-17	UDI	H	nouveaux	hemicycle	longues	346
2012-07-17	UMP	F	anciens	commissions	invectives	6
2012-07-17	UMP	F	anciens	commissions	longues	805
2012-07-17	UMP	F	anciens	hemicycle	invectives	194
2012-07-17	UMP	F	anciens	hemicycle	longues	1473
2012-07-17	UMP	F	nouveaux	commissions	longues	513
2012-07-17	UMP	F	nouveaux	hemicycle	longues	629
2012-07-17	UMP	H	anciens	commissions	invectives	52
2012-07-17	UMP	H	anciens	commissions	longues	8485
2012-07-17	UMP	H	anciens	hemicycle	invectives	1343
2012-07-17	UMP	H	anciens	hemicycle	longues	24978
2012-07-17	UMP	H	anciens	hemicycle	presidence	2535
2012-07-17	UMP	H	nouveaux	commissions	longues	1597
2012-07-17	UMP	H	nouveaux	hemicycle	invectives	18
2012-07-17	UMP	H	nouveaux	hemicycle	longues	969
2012-07-18	ECOLO	F	nouveaux	commissions	longues	1042
2012-07-18	ECOLO	F	nouveaux	commissions	presidence	3384
2012-07-18	ECOLO	H	anciens	commissions	invectives	19
2012-07-18	ECOLO	H	anciens	commissions	longues	2089
2012-07-18	ECOLO	H	anciens	hemicycle	invectives	5
2012-07-18	ECOLO	H	nouveaux	commissions	longues	862
2012-07-18	ECOLO	H	nouveaux	hemicycle	longues	242
2012-07-18	ECOLO	H	nouveaux	hemicycle	presidence	1788
2012-07-18	GDR	H	anciens	commissions	longues	856
2012-07-18	GDR	H	anciens	hemicycle	longues	629
2012-07-18	GDR	H	nouveaux	commissions	longues	198
2012-07-18	GDR	H	nouveaux	hemicycle	invectives	28
2012-07-18	GDR	H	nouveaux	hemicycle	longues	962
2012-07-18	NI	H	nouveaux	commissions	longues	394
2012-07-18	RRDP	F	anciens	commissions	longues	1323
2012-07-18	RRDP	H	nouveaux	commissions	invectives	16
2012-07-18	RRDP	H	nouveaux	commissions	longues	1170
2012-07-18	SRC	F	anciens	commissions	invectives	235
2012-07-18	SRC	F	anciens	commissions	longues	9103
2012-07-18	SRC	F	anciens	commissions	presidence	1284
2012-07-18	SRC	F	anciens	hemicycle	invectives	80
2012-07-18	SRC	F	anciens	hemicycle	longues	188
2012-07-18	SRC	F	nouveaux	commissions	invectives	55
2012-07-18	SRC	F	nouveaux	commissions	longues	6287
2012-07-18	SRC	F	nouveaux	hemicycle	invectives	19
2012-07-18	SRC	F	nouveaux	hemicycle	longues	342
2012-07-18	SRC	H	anciens	commissions	invectives	48
2012-07-18	SRC	H	anciens	commissions	longues	6879
2012-07-18	SRC	H	anciens	commissions	presidence	4061
2012-07-18	SRC	H	anciens	hemicycle	invectives	885
2012-07-18	SRC	H	anciens	hemicycle	longues	10131
2012-07-18	SRC	H	anciens	hemicycle	presidence	2955
2012-07-18	SRC	H	nouveaux	commissions	invectives	85
2012-07-18	SRC	H	nouveaux	commissions	longues	2760
2012-07-18	SRC	H	nouveaux	hemicycle	invectives	278
2012-07-18	SRC	H	nouveaux	hemicycle	longues	2042
2012-07-18	UDI	F	nouveaux	commissions	invectives	12
2012-07-18	UDI	F	nouveaux	commissions	longues	188
2012-07-18	UDI	H	anciens	commissions	invectives	17
2012-07-18	UDI	H	anciens	commissions	longues	2003
2012-07-18	UDI	H	anciens	hemicycle	invectives	497
2012-07-18	UDI	H	anciens	hemicycle	longues	11118
2012-07-18	UDI	H	nouveaux	commissions	longues	164
2012-07-18	UMP	F	anciens	commissions	invectives	30
2012-07-18	UMP	F	anciens	commissions	longues	1311
2012-07-18	UMP	F	anciens	hemicycle	invectives	75
2012-07-18	UMP	F	anciens	hemicycle	longues	799
2012-07-18	UMP	F	anciens	hemicycle	presidence	1574
2012-07-18	UMP	F	nouveaux	commissions	longues	459
2012-07-18	UMP	F	nouveaux	hemicycle	invectives	37
2012-07-18	UMP	F	nouveaux	hemicycle	longues	1206
2012-07-18	UMP	H	anciens	commissions	invectives	146
2012-07-18	UMP	H	anciens	commissions	longues	14720
2012-07-18	UMP	H	anciens	hemicycle	invectives	1070
2012-07-18	UMP	H	anciens	hemicycle	longues	24467
2012-07-18	UMP	H	nouveaux	commissions	longues	722
2012-07-18	UMP	H	nouveaux	hemicycle	invectives	52
2012-07-18	UMP	H	nouveaux	hemicycle	longues	2618
2012-07-19	ECOLO	F	nouveaux	hemicycle	invectives	6
2012-07-19	ECOLO	F	nouveaux	hemicycle	longues	407
2012-07-19	GDR	H	anciens	hemicycle	longues	382
2012-07-19	GDR	H	nouveaux	commissions	longues	515
2012-07-19	GDR	H	nouveaux	hemicycle	invectives	35
2012-07-19	GDR	H	nouveaux	hemicycle	longues	3474
2012-07-19	NI	F	nouveaux	hemicycle	invectives	5
2012-07-19	NI	F	nouveaux	hemicycle	longues	651
2012-07-19	NI	H	nouveaux	hemicycle	invectives	5
2012-07-19	NI	H	nouveaux	hemicycle	longues	718
2012-07-19	RRDP	F	anciens	commissions	longues	408
2012-07-19	SRC	F	anciens	commissions	longues	39
2012-07-19	SRC	F	anciens	hemicycle	invectives	48
2012-07-19	SRC	F	anciens	hemicycle	longues	481
2012-07-19	SRC	F	anciens	hemicycle	presidence	9107
2012-07-19	SRC	F	nouveaux	commissions	longues	621
2012-07-19	SRC	F	nouveaux	hemicycle	invectives	31
2012-07-19	SRC	F	nouveaux	hemicycle	longues	2251
2012-07-19	SRC	H	anciens	commissions	longues	1721
2012-07-19	SRC	H	anciens	commissions	presidence	587
2012-07-19	SRC	H	anciens	hemicycle	invectives	950
2012-07-19	SRC	H	anciens	hemicycle	longues	23812
2012-07-19	SRC	H	nouveaux	commissions	longues	1859
2012-07-19	SRC	H	nouveaux	hemicycle	invectives	291
2012-07-19	SRC	H	nouveaux	hemicycle	longues	7183
2012-07-19	UDI	H	anciens	hemicycle	invectives	671
2012-07-19	UDI	H	anciens	hemicycle	longues	18836
2012-07-19	UDI	H	nouveaux	commissions	longues	768
2012-07-19	UDI	H	nouveaux	hemicycle	invectives	6
2012-07-19	UMP	F	anciens	hemicycle	invectives	124
2012-07-19	UMP	F	anciens	hemicycle	longues	908
2012-07-19	UMP	F	nouveaux	hemicycle	invectives	45
2012-07-19	UMP	F	nouveaux	hemicycle	longues	2055
2012-07-19	UMP	H	anciens	commissions	longues	140
2012-07-19	UMP	H	anciens	hemicycle	invectives	1751
2012-07-19	UMP	H	anciens	hemicycle	longues	28093
2012-07-19	UMP	H	anciens	hemicycle	presidence	1388
2012-07-19	UMP	H	nouveaux	commissions	longues	302
2012-07-19	UMP	H	nouveaux	hemicycle	invectives	233
2012-07-19	UMP	H	nouveaux	hemicycle	longues	4820
2012-07-24	ECOLO	F	nouveaux	commissions	longues	946
2012-07-24	ECOLO	F	nouveaux	commissions	presidence	1977
2012-07-24	ECOLO	F	nouveaux	hemicycle	longues	1988
2012-07-24	ECOLO	H	nouveaux	commissions	longues	1068
2012-07-24	ECOLO	H	nouveaux	hemicycle	invectives	5
2012-07-24	ECOLO	H	nouveaux	hemicycle	longues	1640
2012-07-24	GDR	F	anciens	hemicycle	invectives	5
2012-07-24	GDR	F	anciens	hemicycle	longues	2120
2012-07-24	GDR	H	anciens	commissions	longues	354
2012-07-24	GDR	H	anciens	hemicycle	longues	1140
2012-07-24	NI	H	nouveaux	commissions	longues	146
2012-07-24	NI	H	nouveaux	hemicycle	invectives	13
2012-07-24	NI	H	nouveaux	hemicycle	longues	272
2012-07-24	RRDP	H	nouveaux	commissions	invectives	15
2012-07-24	RRDP	H	nouveaux	commissions	longues	1029
2012-07-24	RRDP	H	nouveaux	hemicycle	invectives	4
2012-07-24	RRDP	H	nouveaux	hemicycle	longues	3745
2012-07-24	SRC	F	anciens	commissions	invectives	20
2012-07-24	SRC	F	anciens	commissions	longues	610
2012-07-24	SRC	F	anciens	commissions	presidence	599
2012-07-24	SRC	F	anciens	hemicycle	invectives	178
2012-07-24	SRC	F	anciens	hemicycle	longues	13254
2012-07-24	SRC	F	anciens	hemicycle	presidence	777
2012-07-24	SRC	F	nouveaux	commissions	invectives	7
2012-07-24	SRC	F	nouveaux	commissions	longues	1184
2012-07-24	SRC	F	nouveaux	hemicycle	longues	9208
2012-07-24	SRC	H	anciens	commissions	invectives	153
2012-07-24	SRC	H	anciens	commissions	longues	11691
2012-07-24	SRC	H	anciens	commissions	presidence	1733
2012-07-24	SRC	H	anciens	hemicycle	invectives	170
2012-07-24	SRC	H	anciens	hemicycle	longues	6601
2012-07-24	SRC	H	anciens	hemicycle	presidence	4034
2012-07-24	SRC	H	nouveaux	commissions	invectives	12
2012-07-24	SRC	H	nouveaux	commissions	longues	5286
2012-07-24	SRC	H	nouveaux	hemicycle	invectives	44
2012-07-24	SRC	H	nouveaux	hemicycle	longues	3465
2012-07-24	UDI	F	nouveaux	hemicycle	longues	848
2012-07-24	UDI	H	anciens	commissions	invectives	14
2012-07-24	UDI	H	anciens	commissions	longues	3037
2012-07-24	UDI	H	anciens	hemicycle	invectives	86
2012-07-24	UDI	H	anciens	hemicycle	longues	2464
2012-07-24	UDI	H	nouveaux	hemicycle	longues	1418
2012-07-24	UMP	F	anciens	hemicycle	longues	506
2012-07-24	UMP	F	nouveaux	commissions	longues	385
2012-07-24	UMP	F	nouveaux	hemicycle	invectives	12
2012-07-24	UMP	F	nouveaux	hemicycle	longues	923
2012-07-24	UMP	H	anciens	commissions	invectives	38
2012-07-24	UMP	H	anciens	commissions	longues	4422
2012-07-24	UMP	H	anciens	commissions	presidence	813
2012-07-24	UMP	H	anciens	hemicycle	invectives	393
2012-07-24	UMP	H	anciens	hemicycle	longues	12756
2012-07-24	UMP	H	nouveaux	commissions	invectives	14
2012-07-24	UMP	H	nouveaux	commissions	longues	1188
2012-07-24	UMP	H	nouveaux	hemicycle	invectives	42
2012-07-24	UMP	H	nouveaux	hemicycle	longues	1696
2012-07-25	ECOLO	F	nouveaux	commissions	longues	543
2012-07-25	ECOLO	F	nouveaux	hemicycle	longues	2924
2012-07-25	ECOLO	H	anciens	hemicycle	invectives	47
2012-07-25	ECOLO	H	anciens	hemicycle	longues	3949
2012-07-25	ECOLO	H	nouveaux	commissions	invectives	17
2012-07-25	ECOLO	H	nouveaux	commissions	longues	1902
2012-07-25	ECOLO	H	nouveaux	hemicycle	longues	2015
2012-07-25	ECOLO	H	nouveaux	hemicycle	presidence	763
2012-07-25	GDR	F	anciens	commissions	longues	234
2012-07-25	GDR	F	anciens	hemicycle	longues	352
2012-07-25	GDR	H	anciens	hemicycle	invectives	34
2012-07-25	GDR	H	anciens	hemicycle	longues	4566
2012-07-25	GDR	H	nouveaux	commissions	longues	483
2012-07-25	GDR	H	nouveaux	hemicycle	invectives	11
2012-07-25	GDR	H	nouveaux	hemicycle	longues	1525
2012-07-25	NI	F	nouveaux	hemicycle	longues	850
2012-07-25	NI	H	nouveaux	commissions	longues	235
2012-07-25	NI	H	nouveaux	hemicycle	invectives	3
2012-07-25	RRDP	F	anciens	commissions	invectives	10
2012-07-25	RRDP	H	anciens	hemicycle	invectives	4
2012-07-25	RRDP	H	anciens	hemicycle	longues	1498
2012-07-25	RRDP	H	nouveaux	commissions	invectives	18
2012-07-25	RRDP	H	nouveaux	commissions	longues	947
2012-07-25	RRDP	H	nouveaux	hemicycle	invectives	5
2012-07-25	RRDP	H	nouveaux	hemicycle	longues	306
2012-07-25	SRC	F	anciens	commissions	invectives	8
2012-07-25	SRC	F	anciens	commissions	longues	2202
2012-07-25	SRC	F	anciens	commissions	presidence	1509
2012-07-25	SRC	F	anciens	hemicycle	invectives	4
2012-07-25	SRC	F	anciens	hemicycle	longues	3404
2012-07-25	SRC	F	anciens	hemicycle	presidence	1259
2012-07-25	SRC	F	nouveaux	commissions	invectives	12
2012-07-25	SRC	F	nouveaux	commissions	longues	1382
2012-07-25	SRC	F	nouveaux	hemicycle	invectives	4
2012-07-25	SRC	F	nouveaux	hemicycle	longues	2130
2012-07-25	SRC	H	anciens	commissions	invectives	15
2012-07-25	SRC	H	anciens	commissions	longues	5139
2012-07-25	SRC	H	anciens	commissions	presidence	2760
2012-07-25	SRC	H	anciens	hemicycle	invectives	253
2012-07-25	SRC	H	anciens	hemicycle	longues	14209
2012-07-25	SRC	H	anciens	hemicycle	presidence	549
2012-07-25	SRC	H	nouveaux	commissions	longues	4117
2012-07-25	SRC	H	nouveaux	hemicycle	invectives	90
2012-07-25	SRC	H	nouveaux	hemicycle	longues	4822
2012-07-25	UDI	H	anciens	commissions	longues	2551
2012-07-25	UDI	H	anciens	hemicycle	invectives	79
2012-07-25	UDI	H	anciens	hemicycle	longues	3254
2012-07-25	UDI	H	nouveaux	hemicycle	invectives	3
