date	groupes	genre	renouveau	typeprop	discute	total
2012-09-26	LR	F	nouveaux	loi	attente	1
2012-09-26	LR	H	anciens	loi	attente	6
2012-09-26	LR	H	anciens	loi	discute	1
2012-09-26	LR	H	nouveaux	loi	attente	1
2012-09-26	NI	H	anciens	loi	attente	1
2012-09-26	RRDP	H	nouveaux	loi	attente	3
2012-09-26	RRDP	H	nouveaux	loi organique	attente	1
2012-09-26	UDI	H	anciens	loi	discute	1
2012-10-01	LR	H	anciens	loi organique	attente	1
2012-10-02	GDR	F	anciens	création d'une commission d'enquête	attente	2
2012-10-02	GDR	H	anciens	création d'une commission d'enquête	attente	1
2012-10-02	GDR	H	nouveaux	création d'une commission d'enquête	attente	1
2012-10-05	GDR	H	anciens	création d'une commission d'enquête	attente	1
2012-10-10	GDR	F	anciens	loi	attente	2
2012-10-10	GDR	H	anciens	loi	attente	5
2012-10-10	GDR	H	anciens	loi	discute	1
2012-10-10	LR	F	anciens	loi	attente	3
2012-10-10	LR	H	anciens	loi	attente	10
2012-10-10	LR	H	anciens	loi	discute	1
2012-10-10	LR	H	nouveaux	loi	attente	1
2012-10-10	RRDP	H	anciens	loi	attente	2
2012-10-10	UDI	H	anciens	loi	discute	2
2012-10-10	UDI	H	nouveaux	loi	attente	1
2012-10-12	LR	H	anciens	loi organique	attente	1
2012-10-15	UDI	H	anciens	résolution	attente	1
2012-10-16	SER	H	anciens	loi	discute	1
2012-10-17	NI	F	nouveaux	résolution	attente	1
2012-10-19	LR	H	anciens	création d'une commission d'enquête	attente	1
2012-10-24	GDR	H	anciens	loi	attente	2
2012-10-24	LR	F	anciens	loi	attente	5
2012-10-24	LR	H	anciens	loi	attente	9
2012-10-24	LR	H	anciens	loi	discute	2
2012-10-24	LR	H	nouveaux	loi	discute	1
2012-10-24	NI	H	nouveaux	loi	attente	1
2012-10-24	UDI	H	anciens	loi	attente	4
2012-11-02	NI	H	anciens	création d'une commission d'enquête	discute	1
2012-11-06	NI	H	nouveaux	loi constitutionnelle	attente	1
2012-11-08	LR	H	anciens	loi organique	attente	1
2012-11-13	GDR	F	anciens	loi	attente	2
2012-11-13	GDR	H	anciens	loi	attente	1
2012-11-13	GDR	H	nouveaux	loi	attente	1
2012-11-13	LR	F	anciens	loi	attente	8
2012-11-13	LR	H	anciens	loi	attente	17
2012-11-13	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2012-11-13	LR	H	nouveaux	loi	attente	2
2012-11-13	RRDP	H	nouveaux	loi	attente	2
2012-11-13	SER	H	anciens	loi	discute	1
2012-11-13	UDI	H	anciens	loi	attente	8
2012-11-15	LR	H	anciens	création d'une commission d'enquête	attente	1
2012-11-15	LR	H	anciens	loi constitutionnelle	attente	1
2012-11-16	LR	H	anciens	loi organique	attente	1
2012-11-21	LR	H	anciens	résolution européenne	attente	1
2012-11-21	SER	F	anciens	résolution européenne	attente	1
2012-11-27	LR	F	anciens	loi	attente	3
2012-11-27	LR	H	anciens	loi	attente	14
2012-11-27	LR	H	nouveaux	loi	attente	1
2012-11-27	UDI	H	anciens	loi	attente	2
2012-12-05	LR	H	anciens	création d'une commission d'enquête	attente	1
2012-12-06	LR	H	anciens	création d'une commission d'enquête	attente	1
2012-12-07	LR	F	nouveaux	création d'une commission d'enquête	attente	1
2012-12-07	NI	F	nouveaux	loi constitutionnelle	attente	1
2012-12-10		F	nouveaux	règlement de l'Assemblée nationale	discute	1
2012-12-11	LR	F	anciens	création d'une commission d'enquête	attente	1
2012-12-12	GDR	F	anciens	loi	attente	1
2012-12-12	GDR	H	anciens	loi	attente	2
2012-12-12	LR	F	anciens	loi	attente	8
2012-12-12	LR	H	anciens	loi	attente	23
2012-12-12	LR	H	nouveaux	loi	discute	2
2012-12-12	NI	F	nouveaux	loi	discute	1
2012-12-12	SER	F	nouveaux	loi	attente	1
2012-12-12	UDI	H	anciens	loi	attente	4
2012-12-14	SER	H	anciens	résolution	discute	1
2012-12-18	SER	H	anciens	résolution	attente	1
2012-12-19	GDR	H	anciens	loi	attente	1
2012-12-19	LR	F	anciens	loi	attente	2
2012-12-19	LR	H	anciens	loi	attente	8
2012-12-19	LR	H	anciens	loi constitutionnelle	attente	1
2012-12-19	LR	H	anciens	loi organique	discute	1
2012-12-19	NI	H	nouveaux	loi	attente	1
2012-12-19	SER	H	nouveaux	loi	attente	1
2012-12-19	UDI	H	anciens	loi	attente	1
2013-01-08	RRDP	H	nouveaux	loi constitutionnelle	attente	1
2013-01-14	LR	H	anciens	loi organique	attente	1
2013-01-15	LR	F	anciens	résolution européenne	discute	1
2013-01-15	SER	F	nouveaux	résolution européenne	discute	1
2013-01-16	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-01-16	LR	H	anciens	loi	attente	27
2013-01-16	LR	H	anciens	loi	discute	1
2013-01-16	LR	H	anciens	loi constitutionnelle	attente	1
2013-01-16	LR	H	nouveaux	loi	attente	1
2013-01-16	NI	H	nouveaux	création d'une commission d'enquête	attente	1
2013-01-16	RRDP	H	nouveaux	loi	attente	1
2013-01-16	SER	H	nouveaux	loi	attente	1
2013-01-16	UDI	H	anciens	loi	attente	5
2013-01-22	LR	H	nouveaux	loi constitutionnelle	attente	1
2013-01-23	LR	H	anciens	loi	attente	11
2013-01-23	LR	H	nouveaux	loi	attente	2
2013-01-23	RRDP	H	nouveaux	loi	attente	2
2013-01-23	SER	H	anciens	loi	attente	1
2013-01-23	UDI	H	anciens	loi	attente	1
2013-01-25	LR	H	anciens	loi constitutionnelle	attente	1
2013-01-25	LR	H	anciens	loi organique	attente	1
2013-01-28	GDR	F	anciens	création d'une commission d'enquête	attente	1
2013-02-04	GDR	H	anciens	création d'une commission d'enquête	attente	1
2013-02-06	GDR	H	anciens	loi	attente	1
2013-02-06	LR	F	anciens	loi	attente	4
2013-02-06	LR	H	anciens	loi	attente	10
2013-02-06	LR	H	anciens	résolution	discute	1
2013-02-06	LR	H	nouveaux	loi	attente	1
2013-02-06	NI	F	anciens	loi	attente	1
2013-02-06	SER	H	anciens	loi	attente	1
2013-02-07	LR	H	nouveaux	règlement de l'Assemblée nationale	attente	1
2013-02-13	GDR	H	anciens	loi	attente	3
2013-02-13	LR	F	anciens	loi	attente	1
2013-02-13	LR	H	anciens	loi	attente	2
2013-02-13	LR	H	nouveaux	loi	attente	1
2013-02-13	LR	H	nouveaux	résolution	attente	1
2013-02-18	LR	F	anciens	loi constitutionnelle	attente	1
2013-02-18	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-02-21	LR	H	anciens	règlement de l'Assemblée nationale	attente	2
2013-02-21	SER	H	anciens	création d'une commission d'enquête	attente	1
2013-02-26	SER	H	anciens	résolution européenne	attente	1
2013-02-27	GDR	F	anciens	loi	attente	1
2013-02-27	GDR	H	anciens	loi	attente	1
2013-02-27	LR	F	anciens	loi	attente	1
2013-02-27	LR	H	anciens	loi	attente	6
2013-02-27	LR	H	anciens	loi	discute	1
2013-02-27	LR	H	nouveaux	loi	attente	3
2013-02-28	LR	H	anciens	loi	attente	1
2013-02-28	UDI	H	anciens	résolution européenne	attente	1
2013-03-01	LR	H	anciens	loi constitutionnelle	attente	1
2013-03-06	GDR	H	anciens	création d'une commission d'enquête	attente	1
2013-03-08	UDI	H	anciens	loi constitutionnelle	attente	1
2013-03-11	LR	F	anciens	résolution	attente	1
2013-03-12	NI	H	nouveaux	résolution	attente	1
2013-03-13	GDR	H	anciens	loi	attente	1
2013-03-13	LR	F	anciens	loi	attente	3
2013-03-13	LR	H	anciens	loi	attente	13
2013-03-13	LR	H	nouveaux	loi	attente	4
2013-03-13	LR	H	nouveaux	loi	discute	1
2013-03-13	NI	H	nouveaux	loi	attente	1
2013-03-13	SER	H	nouveaux	résolution européenne	attente	1
2013-03-13	UDI	H	anciens	loi	attente	1
2013-03-15		H	anciens	résolution européenne	attente	1
2013-03-19	NI	F	anciens	résolution européenne	attente	1
2013-03-20	GDR	H	anciens	résolution	attente	1
2013-03-27	UDI	H	anciens	loi constitutionnelle	attente	1
2013-03-28	GDR	H	anciens	loi	discute	1
2013-03-28	LR	F	anciens	loi	attente	2
2013-03-28	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-03-28	LR	H	anciens	loi	attente	12
2013-03-28	LR	H	nouveaux	loi	attente	2
2013-03-28	NI	F	anciens	loi	attente	1
2013-03-28	NI	F	nouveaux	résolution européenne	attente	1
2013-03-28	SER	H	anciens	loi	attente	1
2013-03-28	SER	H	anciens	résolution	attente	1
2013-03-29	NI	F	nouveaux	résolution européenne	discute	1
2013-04-03	LR	H	anciens	loi	attente	6
2013-04-03	LR	H	anciens	loi constitutionnelle	attente	1
2013-04-03	LR	H	anciens	loi organique	attente	1
2013-04-03	LR	H	nouveaux	loi	attente	2
2013-04-03	NI	F	nouveaux	création d'une commission d'enquête	attente	1
2013-04-03	UDI	H	anciens	création d'une commission d'enquête	discute	1
2013-04-05	SER	H	nouveaux	résolution européenne	attente	1
2013-04-08	SER	H	anciens	résolution	discute	2
2013-04-08	SER	H	anciens	résolution européenne	attente	1
2013-04-09	LR	H	anciens	loi constitutionnelle	attente	1
2013-04-09	SER	H	anciens	loi	discute	1
2013-04-09	SER	H	nouveaux	résolution européenne	attente	1
2013-04-10		F	nouveaux	loi organique	attente	1
2013-04-10	LR	H	anciens	règlement de l'Assemblée nationale	attente	1
2013-04-12	LR	H	anciens	loi organique	attente	2
2013-04-15	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-04-16	NI	F	anciens	loi constitutionnelle	attente	1
2013-04-16	NI	F	nouveaux	résolution européenne	attente	1
2013-04-17		F	nouveaux	loi	attente	1
2013-04-17		H	anciens	loi	attente	1
2013-04-17	LR	F	anciens	loi	attente	2
2013-04-17	LR	F	nouveaux	loi	attente	1
2013-04-17	LR	H	anciens	loi	attente	13
2013-04-17	LR	H	anciens	loi	discute	1
2013-04-17	LR	H	anciens	loi constitutionnelle	attente	1
2013-04-17	LR	H	anciens	loi constitutionnelle	discute	1
2013-04-17	LR	H	anciens	loi organique	attente	1
2013-04-17	LR	H	nouveaux	loi	attente	3
2013-04-17	SER	H	anciens	loi	attente	1
2013-04-22	NI	H	nouveaux	loi constitutionnelle	attente	1
2013-04-23	GDR	H	anciens	création d'une commission d'enquête	attente	1
2013-04-23	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-04-24	LR	F	anciens	loi	attente	1
2013-04-24	LR	H	anciens	loi	attente	4
2013-04-24	LR	H	anciens	loi	discute	2
2013-04-24	SER	H	nouveaux	loi	attente	1
2013-04-30	LR	H	anciens	résolution	attente	1
2013-05-02	GDR	H	anciens	résolution	attente	1
2013-05-06		F	nouveaux	création d'une commission d'enquête	discute	1
2013-05-07	SER	F	nouveaux	résolution européenne	attente	1
2013-05-07	SER	H	anciens	résolution européenne	attente	1
2013-05-15		F	nouveaux	loi	attente	1
2013-05-15	GDR	H	anciens	loi	attente	1
2013-05-15	LR	F	anciens	loi	attente	1
2013-05-15	LR	F	anciens	loi	discute	1
2013-05-15	LR	H	anciens	loi	attente	5
2013-05-15	LR	H	nouveaux	loi	attente	1
2013-05-15	NI	F	anciens	loi	attente	1
2013-05-15	SER	H	anciens	loi	discute	1
2013-05-15	UDI	H	anciens	loi	attente	2
2013-05-17	SER	H	anciens	loi constitutionnelle	attente	1
2013-05-21	SER	F	anciens	résolution européenne	attente	1
2013-05-21	UDI	H	anciens	résolution européenne	attente	1
2013-05-22	LR	H	anciens	création d'une commission d'enquête	attente	2
2013-05-22	RRDP	H	anciens	création d'une commission d'enquête	discute	1
2013-05-29	GDR	H	anciens	loi	attente	1
2013-05-29	LR	H	anciens	loi	attente	13
2013-05-29	LR	H	nouveaux	loi	attente	1
2013-05-29	RRDP	H	nouveaux	loi	attente	1
2013-05-29	SER	H	nouveaux	résolution européenne	attente	1
2013-05-29	UDI	H	anciens	loi	attente	5
2013-05-30	GDR	H	anciens	résolution	attente	1
2013-05-30	SER	H	anciens	loi constitutionnelle	attente	1
2013-06-04	SER	H	anciens	résolution	discute	1
2013-06-06	SER	F	nouveaux	résolution européenne	attente	1
2013-06-11	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2013-06-12	RRDP	H	nouveaux	création d'une commission d'enquête	attente	1
2013-06-13		H	anciens	loi	discute	1
2013-06-13	LR	F	anciens	loi	attente	2
2013-06-13	LR	H	anciens	loi	attente	2
2013-06-13	LR	H	nouveaux	loi	attente	3
2013-06-13	NI	F	nouveaux	résolution européenne	attente	1
2013-06-13	RRDP	H	nouveaux	loi	attente	1
2013-06-13	SER	F	nouveaux	loi	attente	1
2013-06-13	SER	H	anciens	loi	attente	1
2013-06-13	SER	H	anciens	résolution européenne	attente	1
2013-06-13	UDI	F	nouveaux	loi organique	attente	3
2013-06-13	UDI	H	anciens	loi	attente	2
2013-06-13	UDI	H	nouveaux	loi organique	attente	3
2013-06-26	GDR	H	anciens	loi	attente	1
2013-06-26	GDR	H	nouveaux	loi	attente	1
2013-06-26	LR	F	anciens	loi	attente	2
2013-06-26	LR	H	anciens	loi	attente	5
2013-06-26	LR	H	anciens	loi	discute	1
2013-06-26	LR	H	nouveaux	loi	attente	2
2013-06-26	NI	H	anciens	loi	attente	1
2013-06-26	RRDP	H	nouveaux	loi	discute	1
2013-06-26	SER	H	anciens	loi	attente	1
2013-06-26	SER	H	anciens	résolution européenne	attente	2
2013-06-26	UDI	H	anciens	loi	attente	2
2013-06-26	UDI	H	anciens	loi	discute	1
2013-07-01	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2013-07-03	SER	H	anciens	loi	discute	1
2013-07-08	LR	H	anciens	résolution	attente	1
2013-07-10	LR	H	anciens	loi constitutionnelle	attente	1
2013-07-12	NI	H	anciens	loi constitutionnelle	attente	1
2013-07-16	GDR	F	anciens	loi	attente	1
2013-07-16	GDR	H	anciens	loi	attente	1
2013-07-16	LR	H	anciens	loi	attente	10
2013-07-16	LR	H	nouveaux	loi	attente	3
2013-07-16	NI	H	nouveaux	création d'une commission d'enquête	attente	1
2013-07-16	NI	H	nouveaux	loi	attente	1
2013-07-16	UDI	H	anciens	loi	attente	1
2013-07-18	LR	H	anciens	loi constitutionnelle	attente	1
2013-07-19	LR	H	anciens	loi organique	discute	1
2013-07-19	LR	H	nouveaux	résolution	attente	1
2013-07-24	LR	F	anciens	loi	attente	2
2013-07-24	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-07-24	LR	H	anciens	loi	attente	7
2013-07-24	LR	H	nouveaux	loi	attente	5
2013-07-24	NI	F	nouveaux	loi	attente	1
2013-07-24	NI	H	nouveaux	loi	attente	1
2013-07-26	SER	H	anciens	résolution	attente	1
2013-09-12	GDR	H	nouveaux	résolution	attente	1
2013-09-12	LR	H	anciens	loi constitutionnelle	attente	1
2013-09-18	GDR	H	anciens	loi	attente	1
2013-09-18	LR	H	anciens	loi	attente	4
2013-09-18	LR	H	anciens	loi constitutionnelle	attente	1
2013-09-18	LR	H	nouveaux	loi	attente	4
2013-09-18	SER	H	anciens	loi	attente	2
2013-09-23	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2013-09-25	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2013-10-04	NI	H	anciens	création d'une commission d'enquête	attente	1
2013-10-08	GDR	H	nouveaux	création d'une commission d'enquête	attente	1
2013-10-08	LR	H	anciens	résolution européenne	attente	1
2013-10-08	SER	F	nouveaux	résolution européenne	attente	1
2013-10-10	GDR	F	anciens	loi	attente	1
2013-10-10	GDR	H	anciens	loi	attente	1
2013-10-10	LR	H	anciens	loi	attente	11
2013-10-10	LR	H	anciens	loi constitutionnelle	attente	2
2013-10-10	LR	H	nouveaux	loi	attente	5
2013-10-10	NI	F	nouveaux	loi	attente	1
2013-10-10	SER	H	anciens	loi	discute	1
2013-10-10	UDI	H	anciens	loi	attente	1
2013-10-16	UDI	H	anciens	loi	discute	1
2013-10-17	GDR	F	anciens	résolution	attente	1
2013-10-23	GDR	F	anciens	loi	attente	1
2013-10-23	GDR	H	anciens	loi	attente	1
2013-10-23	LR	F	anciens	loi	attente	1
2013-10-23	LR	F	anciens	loi	discute	1
2013-10-23	LR	H	anciens	loi	attente	6
2013-10-23	LR	H	anciens	loi	discute	1
2013-10-23	LR	H	nouveaux	loi	attente	4
2013-10-23	NI	H	nouveaux	loi organique	attente	1
2013-10-23	UDI	H	anciens	loi	attente	1
2013-10-24	LR	F	anciens	création d'une commission d'enquête	attente	1
2013-10-28	LR	H	nouveaux	loi constitutionnelle	attente	1
2013-10-29	LR	F	anciens	loi constitutionnelle	attente	1
2013-10-30	LR	H	nouveaux	résolution européenne	attente	1
2013-10-31	NI	H	nouveaux	création d'une commission d'enquête	attente	1
2013-10-31	SER	H	nouveaux	loi constitutionnelle	attente	1
2013-11-05	LR	H	nouveaux	résolution	attente	1
2013-11-06	LR	H	anciens	loi	attente	9
2013-11-06	LR	H	nouveaux	loi	attente	3
2013-11-06	NI	F	nouveaux	loi	attente	1
2013-11-06	NI	H	nouveaux	loi	attente	1
2013-11-06	SER	H	anciens	loi	attente	1
2013-11-06	SER	H	nouveaux	loi	attente	1
2013-11-06	UDI	H	anciens	loi	attente	2
2013-11-12	SER	F	anciens	résolution européenne	attente	1
2013-11-13		H	anciens	loi	discute	1
2013-11-14	LR	H	anciens	création d'une commission d'enquête	attente	1
2013-11-15	LR	H	anciens	résolution	attente	1
2013-11-21	LR	H	anciens	loi	attente	3
2013-11-21	LR	H	nouveaux	loi	attente	2
2013-11-21	NI	F	nouveaux	loi	attente	1
2013-11-21	SER	F	anciens	loi	discute	1
2013-11-22	NI	H	nouveaux	loi organique	attente	1
2013-11-26	LR	H	nouveaux	loi constitutionnelle	attente	1
2013-11-27	SER	H	anciens	résolution	discute	1
2013-12-04	GDR	H	anciens	création d'une commission d'enquête	attente	1
2013-12-05	LR	H	anciens	loi	attente	3
2013-12-05	LR	H	nouveaux	loi	attente	1
2013-12-05	NI	H	nouveaux	loi	attente	1
2013-12-05	NI	H	nouveaux	loi	discute	1
2013-12-05	SER	F	anciens	loi	attente	1
2013-12-05	SER	H	anciens	loi	discute	1
2013-12-09		H	anciens	résolution européenne	attente	1
2013-12-10	SER	H	anciens	loi constitutionnelle	discute	1
2013-12-11	GDR	F	anciens	loi	attente	1
2013-12-11	LR	H	anciens	loi	attente	1
2013-12-11	NI	F	nouveaux	loi	discute	1
2013-12-11	NI	F	nouveaux	loi organique	discute	1
2013-12-11	SER	H	anciens	loi	discute	1
2013-12-13	RRDP	H	anciens	loi constitutionnelle	attente	1
2013-12-16	LR	F	anciens	loi	attente	2
2013-12-16	LR	H	anciens	loi	attente	4
2013-12-16	NI	F	anciens	loi	attente	1
2013-12-16	NI	H	anciens	résolution	attente	1
2013-12-16	NI	H	nouveaux	loi	attente	1
2013-12-16	SER	H	anciens	résolution	attente	1
2013-12-16	UDI	H	anciens	loi	attente	1
2013-12-17		H	anciens	loi constitutionnelle	attente	1
2013-12-17	LR	H	anciens	loi constitutionnelle	attente	1
2013-12-18	SER	H	anciens	résolution européenne	discute	1
2013-12-20	GDR	H	anciens	création d'une commission d'enquête	attente	1
2014-01-06	UDI	H	anciens	loi constitutionnelle	attente	1
2014-01-08	GDR	H	anciens	loi	attente	1
2014-01-08	LR	F	nouveaux	loi	attente	1
2014-01-08	LR	H	anciens	loi	attente	2
2014-01-08	LR	H	nouveaux	loi	attente	1
2014-01-08	NI	F	nouveaux	résolution européenne	attente	1
2014-01-08	SER	H	anciens	loi	attente	1
2014-01-08	SER	H	anciens	loi	discute	1
2014-01-08	UDI	H	anciens	loi	attente	2
2014-01-14	GDR	H	nouveaux	loi	attente	1
2014-01-14	LR	F	anciens	loi	attente	2
2014-01-14	LR	H	anciens	loi organique	attente	1
2014-01-14	LR	H	nouveaux	loi	attente	2
2014-01-14	NI	F	nouveaux	loi	attente	1
2014-01-14	NI	F	nouveaux	résolution européenne	attente	1
2014-01-14	RRDP	H	nouveaux	loi	discute	1
2014-01-14	SER	H	anciens	loi	discute	3
2014-01-21	SER	H	anciens	résolution	discute	1
2014-01-23	NI	F	anciens	résolution	discute	1
2014-01-23	RRDP	H	anciens	résolution	discute	1
2014-01-23	RRDP	H	nouveaux	résolution	discute	1
2014-01-23	SER	H	anciens	résolution	discute	1
2014-01-24	GDR	H	anciens	création d'une commission d'enquête	discute	1
2014-01-24	SER	H	anciens	loi	discute	1
2014-01-29	GDR	H	anciens	loi	attente	2
2014-01-29	LR	F	anciens	loi	attente	1
2014-01-29	LR	F	nouveaux	loi	attente	1
2014-01-29	LR	H	anciens	loi	attente	6
2014-01-29	LR	H	nouveaux	loi	attente	2
2014-01-29	UDI	H	nouveaux	loi	attente	1
2014-02-03	LR	H	anciens	création d'une commission d'enquête	attente	1
2014-02-03	NI	H	nouveaux	loi organique	attente	1
2014-02-04	LR	H	anciens	loi constitutionnelle	attente	1
2014-02-05	LR	F	anciens	résolution européenne	attente	1
2014-02-05	SER	F	nouveaux	résolution européenne	attente	1
2014-02-06	LR	H	anciens	résolution	attente	1
2014-02-11	GDR	H	anciens	loi	attente	1
2014-02-11	LR	F	anciens	loi	discute	1
2014-02-11	LR	H	anciens	loi	attente	2
2014-02-11	LR	H	nouveaux	loi	attente	2
2014-02-11	RRDP	H	nouveaux	loi	attente	1
2014-02-11	UDI	H	anciens	loi	attente	1
2014-02-12	SER	H	anciens	résolution	attente	1
2014-02-13	NI	H	nouveaux	loi constitutionnelle	attente	1
2014-02-18	SER	H	anciens	loi	discute	1
2014-02-20	LR	H	anciens	création d'une commission d'enquête	discute	1
2014-02-25	GDR	H	anciens	loi	attente	1
2014-02-25	LR	H	anciens	loi	attente	5
2014-02-25	LR	H	nouveaux	loi	attente	2
2014-02-25	SER	H	anciens	loi	attente	2
2014-02-25	SER	H	anciens	loi	discute	1
2014-02-25	UDI	H	anciens	loi	attente	2
2014-02-27		F	nouveaux	loi	attente	1
2014-02-27	SER	F	nouveaux	résolution européenne	attente	1
2014-03-05	LR	H	nouveaux	résolution	attente	1
2014-03-10	LR	H	anciens	création d'une commission d'enquête	attente	1
2014-03-27	SER	H	anciens	loi	attente	1
2014-04-01	GDR	F	anciens	loi	attente	1
2014-04-01	LR	H	anciens	loi	attente	4
2014-04-01	LR	H	nouveaux	loi	attente	3
2014-04-01	SER	H	anciens	loi	discute	1
2014-04-01	UDI	H	anciens	loi	attente	1
2014-04-09	GDR	F	anciens	loi	discute	1
2014-04-09	GDR	H	anciens	loi	attente	1
2014-04-09	LR	H	anciens	loi	attente	4
2014-04-09	NI	H	nouveaux	résolution européenne	attente	1
2014-04-10	GDR	H	anciens	résolution européenne	discute	1
2014-04-10	LR	H	nouveaux	résolution	discute	1
2014-04-10	SER	H	anciens	loi organique	attente	1
2014-04-16	SER	F	anciens	résolution européenne	attente	1
2014-04-29	GDR	H	anciens	loi	attente	1
2014-04-29	LR	F	anciens	loi	attente	2
2014-04-29	LR	F	nouveaux	loi	attente	1
2014-04-29	LR	H	anciens	loi	attente	2
2014-04-29	LR	H	nouveaux	loi	discute	1
2014-04-29	RRDP	H	nouveaux	loi	attente	1
2014-04-29	SER	F	anciens	loi	attente	1
2014-04-29	SER	F	anciens	résolution	discute	1
2014-04-29	SER	H	nouveaux	loi	attente	1
2014-04-29	UDI	H	anciens	loi	attente	1
2014-04-30	LR	H	nouveaux	loi constitutionnelle	attente	1
2014-05-05	LR	H	anciens	loi constitutionnelle	attente	1
2014-05-05	LR	H	anciens	loi organique	attente	1
2014-05-07	LR	H	anciens	création d'une commission d'enquête	attente	1
2014-05-14	LR	F	nouveaux	loi	attente	2
2014-05-14	LR	H	anciens	loi	attente	4
2014-05-14	NI	H	nouveaux	loi	attente	1
2014-05-16	LR	H	nouveaux	résolution	discute	1
2014-05-21	LR	H	nouveaux	création d'une commission d'enquête	attente	1
2014-05-22	LR	F	anciens	création d'une commission d'enquête	attente	1
2014-05-22	LR	F	anciens	loi constitutionnelle	attente	1
2014-05-22	LR	H	anciens	création d'une commission d'enquête	attente	1
2014-05-23	UDI	H	anciens	création d'une commission d'enquête	discute	1
2014-05-28		H	anciens	loi	attente	1
2014-05-28	LR	F	anciens	loi	attente	1
2014-05-28	LR	H	anciens	loi	attente	3
2014-05-28	LR	H	nouveaux	loi	attente	1
2014-05-28	NI	H	nouveaux	loi	attente	1
2014-05-28	SER	F	anciens	résolution européenne	attente	1
2014-05-30	LR	H	nouveaux	résolution	attente	1
2014-06-04	LR	F	anciens	création d'une commission d'enquête	attente	1
2014-06-04	LR	H	anciens	résolution européenne	attente	1
2014-06-10	SER	F	nouveaux	résolution européenne	attente	1
2014-06-10	UDI	H	anciens	résolution	attente	1
2014-06-11	LR	F	anciens	loi	attente	3
2014-06-11	LR	H	anciens	loi	attente	4
2014-06-11	LR	H	nouveaux	loi	attente	1
2014-06-11	SER	F	nouveaux	loi	attente	1
2014-06-11	SER	H	anciens	loi	attente	1
2014-06-12	LR	H	anciens	loi constitutionnelle	attente	1
2014-06-13	LR	H	anciens	loi constitutionnelle	attente	1
2014-06-13	RRDP	F	nouveaux	loi	discute	1
2014-06-13	SER	H	anciens	loi	discute	1
2014-06-17		H	anciens	création d'une commission d'enquête	discute	1
2014-06-17	GDR	H	nouveaux	création d'une commission d'enquête	attente	1
2014-06-17	SER	H	anciens	création d'une commission d'enquête	discute	1
2014-06-18	SER	H	anciens	loi	discute	1
2014-06-18	UDI	H	anciens	résolution	attente	1
2014-06-19	SER	H	anciens	résolution	attente	1
