date,groupes,genre,renouveau,statut,duree,ministre,theme,total
2017-08-08,LR,F,anciens,attente,2,Ministère des solidarités et de la santé,religions et cultes,1
2017-08-08,LR,F,anciens,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LR,F,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,numérique,1
2017-08-08,LR,F,anciens,reponse,1,Ministère de l'agriculture et de l'alimentation,agriculture,3
2017-08-08,LR,F,anciens,reponse,1,Ministère de l'agriculture et de l'alimentation,eau et assainissement,1
2017-08-08,LR,F,anciens,reponse,1,Ministère de l'agriculture et de l'alimentation,retraites : régime agricole,1
2017-08-08,LR,F,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,2
2017-08-08,LR,F,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agroalimentaire,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports ferroviaires,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère auprès du ministre de l'Europe et des affaires étrangères, chargé des affaires européennes,Union européenne,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère de la justice,crimes, délits et contraventions,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-08,LR,F,nouveaux,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LR,F,nouveaux,reponse,0,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LR,F,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,catastrophes naturelles,1
2017-08-08,LR,F,nouveaux,reponse,2,Ministère des solidarités et de la santé,retraites : généralités,1
2017-08-08,LR,H,anciens,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,aménagement du territoire,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'action et des comptes publics,commerce et artisanat,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'action et des comptes publics,impôts et taxes,2
2017-08-08,LR,H,anciens,attente,2,Ministère de l'économie et des finances,commerce et artisanat,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'économie et des finances,logement,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'éducation nationale,enseignement maternel et primaire,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l'intérieur,eau et assainissement,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l’intérieur,pharmacie et médicaments,1
2017-08-08,LR,H,anciens,attente,2,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-08-08,LR,H,anciens,attente,2,Ministère de la cohésion des territoires,télécommunications,1
2017-08-08,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,famille,1
2017-08-08,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,professions de santé,2
2017-08-08,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,retraites : généralités,1
2017-08-08,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,santé,2
2017-08-08,LR,H,anciens,attente,2,Ministère du travail,emploi et activité,1
2017-08-08,LR,H,anciens,attente,2,Secrétariat d'État, auprès du ministre de l'économie et des finances,logement,1
2017-08-08,LR,H,anciens,attente,2,Secrétariat d'État, auprès du ministre de l'économie et des finances,sang et organes humains,1
2017-08-08,LR,H,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,administration,1
2017-08-08,LR,H,anciens,reponse,0,Ministère de la justice,justice,1
2017-08-08,LR,H,anciens,reponse,0,Ministère des solidarités et de la santé,professions de santé,2
2017-08-08,LR,H,anciens,reponse,1,Ministère des armées,défense,1
2017-08-08,LR,H,anciens,reponse,1,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-08,LR,H,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,3
2017-08-08,LR,H,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,professions de santé,1
2017-08-08,LR,H,anciens,reponse,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,banques et établissements financiers,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l'économie et des finances,commerce et artisanat,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l'éducation nationale,enseignement supérieur,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de l’intérieur,sécurité routière,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère de la transition écologique et solidaire,transports aériens,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère des solidarités et de la santé,prestations familiales,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LR,H,nouveaux,attente,2,Ministère du travail,sécurité sociale,1
2017-08-08,LR,H,nouveaux,reponse,0,Ministère des solidarités et de la santé,maladies,1
2017-08-08,LR,H,nouveaux,reponse,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LR,H,nouveaux,reponse,1,Ministère des solidarités et de la santé,santé,1
2017-08-08,LR,H,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LR,H,nouveaux,reponse,2,Premier ministre,Parlement,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,4
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'économie et des finances,collectivités territoriales,2
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'économie et des finances,impôts locaux,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'économie et des finances,taxe sur la valeur ajoutée,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l'éducation nationale,santé,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de la culture,arts et spectacles,2
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de la transition écologique et solidaire,développement durable,2
2017-08-08,LREM,F,nouveaux,attente,2,Ministère de la transition écologique et solidaire,impôts et taxes,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-08,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LREM,F,nouveaux,attente,2,Secrétariat d'État, auprès du ministre de la cohésion des territoires,commerce et artisanat,1
2017-08-08,LREM,F,nouveaux,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,2
2017-08-08,LREM,F,nouveaux,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,numérique,2
2017-08-08,LREM,F,nouveaux,reponse,1,Ministère de l'agriculture et de l'alimentation,communes,1
2017-08-08,LREM,F,nouveaux,reponse,1,Ministère de l'Europe et des affaires étrangères,papiers d'identité,1
2017-08-08,LREM,F,nouveaux,reponse,1,Ministère des solidarités et de la santé,santé,1
2017-08-08,LREM,F,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LREM,F,nouveaux,reponse,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l'économie et des finances,postes,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l'économie et des finances,tourisme et loisirs,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l'éducation nationale,culture,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l'Europe et des affaires étrangères,emploi et activité,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de l’intérieur,sécurité routière,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de la culture,arts et spectacles,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de la justice,justice,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de la transition écologique et solidaire,animaux,1
2017-08-08,LREM,H,anciens,attente,2,Ministère de la transition écologique et solidaire,économie sociale et solidaire,1
2017-08-08,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,mort et décès,1
2017-08-08,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-08,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,sang et organes humains,1
2017-08-08,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,sécurité des biens et des personnes,1
2017-08-08,LREM,H,anciens,attente,2,Ministère des sports,impôts et taxes,1
2017-08-08,LREM,H,anciens,reponse,2,Ministère de la justice,famille,1
2017-08-08,LREM,H,anciens,reponse,2,Ministère des solidarités et de la santé,santé,1
2017-08-08,LREM,H,anciens,reponse,2,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère auprès du ministre de l'Europe et des affaires étrangères, chargé des affaires européennes,impôt sur les sociétés,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,collectivités territoriales,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère du travail,emploi et activité,1
2017-08-08,LREM,H,nouveaux,attente,2,Ministère du travail,professions de santé,1
2017-08-08,LREM,H,nouveaux,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,numérique,1
2017-08-08,LREM,H,nouveaux,reponse,0,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,LREM,H,nouveaux,reponse,1,Ministère des armées,anciens combattants et victimes de guerre,1
2017-08-08,LREM,H,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,2
2017-08-08,LREM,H,nouveaux,reponse,2,Ministère de l'économie et des finances,commerce et artisanat,1
2017-08-08,LREM,H,nouveaux,reponse,2,Ministère des sports,terrorisme,1
2017-08-08,MODEM,F,nouveaux,attente,2,Ministère de l'Europe et des affaires étrangères,Union européenne,1
2017-08-08,MODEM,F,nouveaux,reponse,2,Ministère des solidarités et de la santé,maladies,1
2017-08-08,MODEM,H,nouveaux,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,recherche et innovation,1
2017-08-08,MODEM,H,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-08,MODEM,H,nouveaux,reponse,2,Ministère de l'économie et des finances,agriculture,1
2017-08-08,MODEM,H,nouveaux,retrait,2,Ministère de l’intérieur,taxe sur la valeur ajoutée,1
2017-08-08,NG,F,anciens,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports ferroviaires,1
2017-08-08,NG,F,anciens,attente,2,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-08-08,NG,F,anciens,attente,2,Ministère de l'action et des comptes publics,logement,1
2017-08-08,NG,F,anciens,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,2
2017-08-08,NG,F,anciens,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-08,NG,F,anciens,attente,2,Ministère de la transition écologique et solidaire,économie sociale et solidaire,1
2017-08-08,NG,F,anciens,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-08,NG,H,anciens,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,transports,1
2017-08-08,NG,H,anciens,attente,2,Ministère de l'action et des comptes publics,administration,1
2017-08-08,NG,H,anciens,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-08,NG,H,anciens,attente,2,Ministère de la culture,arts et spectacles,1
2017-08-08,NG,H,anciens,attente,2,Ministère de la justice,droits fondamentaux,1
2017-08-08,NG,H,anciens,attente,2,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-08,NG,H,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,2
2017-08-08,NI,F,anciens,attente,2,Ministère de l'économie et des finances,consommation,1
2017-08-08,NI,F,nouveaux,attente,2,Ministère de l’intérieur,police,1
2017-08-08,NI,F,nouveaux,reponse,2,Ministère de l'action et des comptes publics,impôts locaux,1
2017-08-08,NI,H,anciens,retrait,1,Ministère de l’intérieur,ordre public,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,voirie,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,aménagement du territoire,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de l’intérieur,police,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de la cohésion des territoires,aménagement du territoire,2
2017-08-08,NI,H,nouveaux,attente,2,Ministère de la transition écologique et solidaire,politique économique,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère de la transition écologique et solidaire,santé,1
2017-08-08,NI,H,nouveaux,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-15,GDR,F,anciens,reponse,1,Ministère du travail,outre-mer,1
2017-08-15,GDR,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,mer et littoral,1
2017-08-15,GDR,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,ordre public,1
2017-08-15,GDR,H,nouveaux,attente,2,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-08-15,GDR,H,nouveaux,reponse,1,Ministère des solidarités et de la santé,établissements de santé,1
2017-08-15,LC,F,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé de l'égalité entre les femmes et les hommes,femmes,1
2017-08-15,LC,F,nouveaux,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-15,LC,H,anciens,attente,2,Ministère de la justice,justice,1
2017-08-15,LC,H,anciens,attente,2,Ministère de la justice,professions judiciaires et juridiques,1
2017-08-15,LC,H,nouveaux,attente,2,Ministère auprès du ministre d'État, ministre de la transition écologique et solidaire, chargé des transports,aménagement du territoire,1
2017-08-15,LC,H,nouveaux,attente,2,Ministère de l'économie et des finances,impôt sur le revenu,1
2017-08-15,LC,H,nouveaux,attente,2,Ministère de l’intérieur,immigration,1
2017-08-15,LC,H,nouveaux,attente,2,Ministère de l’intérieur,transports urbains,1
2017-08-15,LC,H,nouveaux,reponse,1,Ministère du travail,travail,1
2017-08-15,LFI,F,nouveaux,attente,2,Ministère de l'économie et des finances,emploi et activité,1
2017-08-15,LFI,F,nouveaux,attente,2,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-08-15,LFI,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,élections et référendums,1
2017-08-15,LFI,H,nouveaux,attente,2,Ministère de l’intérieur,réfugiés et apatrides,1
2017-08-15,LR,F,anciens,attente,2,Ministère de l'économie et des finances,développement durable,1
2017-08-15,LR,F,anciens,attente,2,Ministère de la culture,audiovisuel et communication,1
2017-08-15,LR,F,anciens,attente,2,Ministère des solidarités et de la santé,fonction publique hospitalière,1
2017-08-15,LR,F,anciens,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-15,LR,F,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-15,LR,F,nouveaux,reponse,1,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-15,LR,F,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-15,LR,F,nouveaux,reponse,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-15,LR,H,anciens,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-08-15,LR,H,anciens,attente,2,Ministère de l’intérieur,fonctionnaires et agents publics,2
2017-08-15,LR,H,anciens,attente,2,Ministère de l’intérieur,police,1
2017-08-15,LR,H,anciens,attente,2,Ministère de la cohésion des territoires,urbanisme,1
2017-08-15,LR,H,anciens,attente,2,Ministère de la culture,audiovisuel et communication,1
2017-08-15,LR,H,anciens,attente,2,Ministère de la justice,déchéances et incapacités,1
2017-08-15,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,établissements de santé,1
2017-08-15,LR,H,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé de l'égalité entre les femmes et les hommes,assurance maladie maternité,1
2017-08-15,LR,H,anciens,reponse,1,Ministère des armées,anciens combattants et victimes de guerre,1
2017-08-15,LR,H,anciens,reponse,1,Ministère des armées,mer et littoral,1
2017-08-15,LR,H,anciens,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l'agriculture et de l'alimentation,bois et forêts,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l'économie et des finances,régime social des indépendants,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l'éducation nationale,ruralité,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l’intérieur,ordre public,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l’intérieur,papiers d'identité,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère de l’intérieur,police,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère des solidarités et de la santé,établissements de santé,1
2017-08-15,LR,H,nouveaux,attente,2,Ministère du travail,travail,1
2017-08-15,LR,H,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,3
2017-08-15,LR,H,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,enseignement agricole,1
2017-08-15,LR,H,nouveaux,reponse,2,Ministère des solidarités et de la santé,sécurité des biens et des personnes,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère de l'éducation nationale,entreprises,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère de l’intérieur,étrangers,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère de l’intérieur,immigration,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère de la cohésion des territoires,agriculture,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère de la justice,justice,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère des outre-mer,outre-mer,1
2017-08-15,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,fonction publique hospitalière,1
2017-08-15,LREM,F,nouveaux,reponse,1,Ministère de l’intérieur,immigration,1
2017-08-15,LREM,F,nouveaux,reponse,1,Ministère du travail,emploi et activité,1
2017-08-15,LREM,F,nouveaux,reponse,2,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-08-15,LREM,F,nouveaux,reponse,2,Ministère de la transition écologique et solidaire,agriculture,1
2017-08-15,LREM,F,nouveaux,reponse,2,Ministère de la transition écologique et solidaire,animaux,1
2017-08-15,LREM,H,anciens,attente,2,Ministère de l'action et des comptes publics,fonctionnaires et agents publics,1
2017-08-15,LREM,H,anciens,attente,2,Ministère de l’intérieur,police,1
2017-08-15,LREM,H,anciens,attente,2,Ministère de la culture,audiovisuel et communication,1
2017-08-15,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,fonction publique hospitalière,1
2017-08-15,LREM,H,anciens,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-15,LREM,H,anciens,reponse,2,Ministère des solidarités et de la santé,enfants,1
2017-08-15,LREM,H,nouveaux,attente,2,Ministère de l'Europe et des affaires étrangères,immigration,1
2017-08-15,LREM,H,nouveaux,attente,2,Ministère de l'Europe et des affaires étrangères,politique extérieure,1
2017-08-15,LREM,H,nouveaux,attente,2,Ministère des solidarités et de la santé,professions de santé,2
2017-08-15,LREM,H,nouveaux,attente,2,Ministère des solidarités et de la santé,santé,1
2017-08-15,LREM,H,nouveaux,reponse,2,Ministère de l'action et des comptes publics,impôts locaux,2
2017-08-15,LREM,H,nouveaux,reponse,2,Premier ministre,tourisme et loisirs,1
2017-08-15,MODEM,H,nouveaux,attente,2,Ministère de l'agriculture et de l'alimentation,santé,1
2017-08-15,MODEM,H,nouveaux,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-15,MODEM,H,nouveaux,attente,2,Ministère des sports,sports,1
2017-08-15,NG,H,anciens,reponse,1,Ministère du travail,emploi et activité,1
2017-08-15,NI,F,nouveaux,attente,2,Ministère de l'Europe et des affaires étrangères,immigration,1
2017-08-15,NI,F,nouveaux,reponse,1,Ministère des armées,anciens combattants et victimes de guerre,1
2017-08-15,NI,F,nouveaux,reponse,1,Ministère des solidarités et de la santé,santé,1
2017-08-22,GDR,H,nouveaux,attente,2,Ministère de l'économie et des finances,aménagement du territoire,1
2017-08-22,LC,F,anciens,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-22,LC,F,anciens,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-22,LC,F,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,handicapés,1
2017-08-22,LC,H,anciens,attente,2,Ministère de l'éducation nationale,enseignement,1
2017-08-22,LR,H,anciens,attente,2,Ministère de l'action et des comptes publics,santé,1
2017-08-22,LR,H,anciens,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-22,LR,H,anciens,attente,2,Ministère de l'économie et des finances,régime social des indépendants,1
2017-08-22,LR,H,anciens,attente,2,Ministère de l’intérieur,étrangers,1
2017-08-22,LR,H,anciens,attente,2,Ministère de la transition écologique et solidaire,impôt sur le revenu,1
2017-08-22,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,handicapés,1
2017-08-22,LR,H,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,santé,1
2017-08-22,LR,H,anciens,reponse,1,Ministère de l'agriculture et de l'alimentation,retraites : régime agricole,1
2017-08-22,LR,H,anciens,reponse,2,Ministère des sports,sports,1
2017-08-22,LR,H,nouveaux,attente,2,Ministère de l’intérieur,gendarmerie,1
2017-08-22,LR,H,nouveaux,attente,2,Ministère de l’intérieur,sécurité des biens et des personnes,1
2017-08-22,LR,H,nouveaux,reponse,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère de l'action et des comptes publics,politique économique,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère de la justice,justice,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère de la transition écologique et solidaire,animaux,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,établissements de santé,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,politique sociale,1
2017-08-22,LREM,F,nouveaux,attente,2,Ministère des solidarités et de la santé,régime social des indépendants,1
2017-08-22,LREM,F,nouveaux,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé de l'égalité entre les femmes et les hommes,égalité des sexes et parité,1
2017-08-22,LREM,F,nouveaux,reponse,2,Ministère des solidarités et de la santé,fonction publique hospitalière,1
2017-08-22,LREM,H,anciens,attente,2,Ministère de l'action et des comptes publics,impôts et taxes,1
2017-08-22,LREM,H,nouveaux,attente,2,Ministère de l’intérieur,police,1
2017-08-22,LREM,H,nouveaux,reponse,1,Ministère du travail,emploi et activité,1
2017-08-22,LREM,H,nouveaux,reponse,2,Ministère des armées,immigration,1
2017-08-22,MODEM,F,nouveaux,attente,2,Ministère de la cohésion des territoires,logement : aides et prêts,1
2017-08-22,MODEM,F,nouveaux,attente,2,Ministère de la cohésion des territoires,urbanisme,1
2017-08-22,MODEM,H,nouveaux,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-29,GDR,H,nouveaux,attente,2,Ministère de la culture,commerce et artisanat,1
2017-08-29,GDR,H,nouveaux,attente,2,Ministère de la transition écologique et solidaire,énergie et carburants,1
2017-08-29,GDR,H,nouveaux,reponse,1,Ministère du travail,emploi et activité,1
2017-08-29,LC,F,nouveaux,attente,2,Ministère du travail,retraites : généralités,1
2017-08-29,LC,F,nouveaux,reponse,0,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-29,LC,F,nouveaux,reponse,1,Ministère du travail,emploi et activité,1
2017-08-29,LC,H,anciens,attente,2,Ministère de l'agriculture et de l'alimentation,agriculture,1
2017-08-29,LC,H,anciens,attente,2,Ministère de l'Europe et des affaires étrangères,défense,1
2017-08-29,LC,H,anciens,attente,2,Ministère de l’intérieur,police,1
2017-08-29,LC,H,anciens,attente,2,Ministère de la justice,lieux de privation de liberté,1
2017-08-29,LC,H,anciens,attente,2,Ministère des armées,mer et littoral,1
2017-08-29,LC,H,anciens,attente,2,Ministère des solidarités et de la santé,personnes âgées,1
2017-08-29,LC,H,anciens,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-29,LC,H,anciens,attente,2,Secrétariat d'État, auprès du ministre d'État, ministre de la transition écologique et solidaire,agriculture,1
2017-08-29,LC,H,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé des personnes handicapées,personnes handicapées,1
2017-08-29,LC,H,anciens,attente,2,Secrétariat d'État, auprès du Premier ministre, chargé du numérique,numérique,1
2017-08-29,LC,H,anciens,reponse,1,Ministère des solidarités et de la santé,personnes handicapées,1
2017-08-29,LC,H,nouveaux,attente,2,Ministère de l’intérieur,terrorisme,1
2017-08-29,LC,H,nouveaux,attente,2,Ministère du travail,travail,1
2017-08-29,LR,F,anciens,attente,2,Ministère de la cohésion des territoires,logement,1
2017-08-29,LR,F,anciens,reponse,2,Ministère des solidarités et de la santé,maladies,1
2017-08-29,LR,H,anciens,attente,2,Ministère de l'agriculture et de l'alimentation,professions de santé,1
2017-08-29,LR,H,anciens,attente,2,Ministère de l'enseignement supérieur, de la recherche et de l'innovation,enseignement supérieur,1
2017-08-29,LR,H,anciens,attente,2,Ministère de l’intérieur,police,1
2017-08-29,LR,H,anciens,attente,2,Ministère des armées,défense,1
2017-08-29,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-29,LR,H,anciens,attente,2,Ministère des solidarités et de la santé,professions de santé,1
2017-08-29,LR,H,anciens,reponse,1,Ministère des solidarités et de la santé,pharmacie et médicaments,1
2017-08-29,LR,H,anciens,reponse,1,Ministère du travail,emploi et activité,1
2017-08-29,LR,H,nouveaux,attente,2,Ministère de l'action et des comptes publics,logement : aides et prêts,1
2017-08-29,LR,H,nouveaux,attente,2,Ministère de l'économie et des finances,énergie et carburants,1
2017-08-29,LR,H,nouveaux,attente,2,Ministère de l'économie et des finances,finances publiques,1
